state,district,crop,district_major_crop,district_major_crop_latest_area_1000ha,district_major_crop_area_change_pct,district_major_crop_yield_change_pct,district_major_crop_analysis,current_suitability,suitability_2030_ssp245,suitability_2035_ssp245,suitability_2040_ssp245,suitability_2030_ssp585,suitability_2035_ssp585,suitability_2040_ssp585,ssp245_decline_classes_by_2040,ssp585_decline_classes_by_2040,ssp245_2040_explanation,ssp585_2040_explanation,recommendation,crop_historical_analysis,soil_type,length_of_growing_period_days,first_area_1000ha,latest_area_1000ha,area_first_year,area_latest_year,area_change_pct,first_yield_kg_ha,latest_yield_kg_ha,yield_first_year,yield_latest_year,yield_change_pct,overall_risk_score_2030_ssp245,drought_hazard_score_2030_ssp245,flood_hazard_score_2030_ssp245,ag_stress_score_2030_ssp245,temperature_change_2030_ssp245,rainfall_change_2030_ssp245,water_availability_index_2030_ssp245,heat_stress_days_2030_ssp245,climate_confidence_score_2030_ssp245,overall_risk_class_2030_ssp245,flood_hazard_class_2030_ssp245,drought_hazard_class_2030_ssp245,ag_stress_class_2030_ssp245,overall_risk_score_2035_ssp245,drought_hazard_score_2035_ssp245,flood_hazard_score_2035_ssp245,ag_stress_score_2035_ssp245,temperature_change_2035_ssp245,rainfall_change_2035_ssp245,water_availability_index_2035_ssp245,heat_stress_days_2035_ssp245,climate_confidence_score_2035_ssp245,overall_risk_class_2035_ssp245,flood_hazard_class_2035_ssp245,drought_hazard_class_2035_ssp245,ag_stress_class_2035_ssp245,overall_risk_score_2040_ssp245,drought_hazard_score_2040_ssp245,flood_hazard_score_2040_ssp245,ag_stress_score_2040_ssp245,temperature_change_2040_ssp245,rainfall_change_2040_ssp245,water_availability_index_2040_ssp245,heat_stress_days_2040_ssp245,climate_confidence_score_2040_ssp245,overall_risk_class_2040_ssp245,flood_hazard_class_2040_ssp245,drought_hazard_class_2040_ssp245,ag_stress_class_2040_ssp245,overall_risk_score_2030_ssp585,drought_hazard_score_2030_ssp585,flood_hazard_score_2030_ssp585,ag_stress_score_2030_ssp585,temperature_change_2030_ssp585,rainfall_change_2030_ssp585,water_availability_index_2030_ssp585,heat_stress_days_2030_ssp585,climate_confidence_score_2030_ssp585,overall_risk_class_2030_ssp585,flood_hazard_class_2030_ssp585,drought_hazard_class_2030_ssp585,ag_stress_class_2030_ssp585,overall_risk_score_2035_ssp585,drought_hazard_score_2035_ssp585,flood_hazard_score_2035_ssp585,ag_stress_score_2035_ssp585,temperature_change_2035_ssp585,rainfall_change_2035_ssp585,water_availability_index_2035_ssp585,heat_stress_days_2035_ssp585,climate_confidence_score_2035_ssp585,overall_risk_class_2035_ssp585,flood_hazard_class_2035_ssp585,drought_hazard_class_2035_ssp585,ag_stress_class_2035_ssp585,overall_risk_score_2040_ssp585,drought_hazard_score_2040_ssp585,flood_hazard_score_2040_ssp585,ag_stress_score_2040_ssp585,temperature_change_2040_ssp585,rainfall_change_2040_ssp585,water_availability_index_2040_ssp585,heat_stress_days_2040_ssp585,climate_confidence_score_2040_ssp585,overall_risk_class_2040_ssp585,flood_hazard_class_2040_ssp585,drought_hazard_class_2040_ssp585,ag_stress_class_2040_ssp585
Maharashtra,Jalna,Cotton,Cotton,331.0,158.59,-98.35,Cotton is the major crop by latest ICRISAT area (331.00 thousand ha). Its area has increased by 158.6% and yield has declined by 98.3% from the first available positive ICRISAT year.,Highly Suitable,Moderate,Moderate,Moderate,Moderate,Moderate,Unsuitable,2,4,"Cotton declines by 2 suitability class(es) because the scenario shows 123.1 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.","Cotton declines by 4 suitability class(es) because the scenario shows agricultural stress (63.7), warming of 1.48 C, 123.1 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",High risk under SSP585,Cotton area has increased by 158.6% and yield has declined by 98.3% between the first and latest positive ICRISAT observations.,VERTIC SOILS - 75% ; VERTISOLS - 25%,169.0,128.0,331.0,1990.0,2019.0,158.59,121.0,2.0,1990.0,2019.0,-98.35,10.1,6.29,22.57,0.0,0.28,2.46,1.026,101.7,,Low Risk,Low,Low,Low,9.83,6.03,22.06,0.0,0.53,3.72,1.03,112.4,,Low Risk,Low,Low,Low,9.57,5.77,21.56,0.0,0.78,4.98,1.035,123.1,,Low Risk,Low,Low,Low,10.1,6.29,22.57,0.0,0.58,2.46,1.026,101.7,,Low Risk,Low,Low,Low,20.35,16.65,22.06,22.68,1.03,3.72,1.03,112.4,,Low Risk,Low,Low,Low,39.12,35.61,21.56,63.7,1.48,4.98,1.035,123.1,,Moderate Risk,Low,Moderate,High
Maharashtra,Jalna,Maize,Cotton,331.0,158.59,-98.35,Cotton is the major crop by latest ICRISAT area (331.00 thousand ha). Its area has increased by 158.6% and yield has declined by 98.3% from the first available positive ICRISAT year.,Highly Suitable,Suitable,Moderate,Moderate,Suitable,Moderate,Unsuitable,2,4,"Maize declines by 2 suitability class(es) because the scenario shows 123.1 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.","Maize declines by 4 suitability class(es) because the scenario shows agricultural stress (63.7), warming of 1.48 C, 123.1 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",Limit to irrigated or low-risk blocks,Maize area has increased by 1494.2% and yield has increased by 308.7% between the first and latest positive ICRISAT observations.,VERTIC SOILS - 75% ; VERTISOLS - 25%,169.0,3.6,57.39,1990.0,2019.0,1494.17,806.0,3294.0,1990.0,2019.0,308.68,10.1,6.29,22.57,0.0,0.28,2.46,1.026,101.7,,Low Risk,Low,Low,Low,9.83,6.03,22.06,0.0,0.53,3.72,1.03,112.4,,Low Risk,Low,Low,Low,9.57,5.77,21.56,0.0,0.78,4.98,1.035,123.1,,Low Risk,Low,Low,Low,10.1,6.29,22.57,0.0,0.58,2.46,1.026,101.7,,Low Risk,Low,Low,Low,20.35,16.65,22.06,22.68,1.03,3.72,1.03,112.4,,Low Risk,Low,Low,Low,39.12,35.61,21.56,63.7,1.48,4.98,1.035,123.1,,Moderate Risk,Low,Moderate,High
Maharashtra,Jalna,Millets,Cotton,331.0,158.59,-98.35,Cotton is the major crop by latest ICRISAT area (331.00 thousand ha). Its area has increased by 158.6% and yield has declined by 98.3% from the first available positive ICRISAT year.,Suitable,Suitable,Suitable,Suitable,Suitable,Suitable,Marginal,0,2,"Millets remains stable; projected stress is mainly 123.1 heat-stress days, but it is not enough to change the suitability class under this scoring rule.","Millets declines by 2 suitability class(es) because the scenario shows agricultural stress (63.7), warming of 1.48 C, 123.1 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",Prefer hardy short-duration varieties,Millets area has declined by 99.8% and yield has declined by 3.2% between the first and latest positive ICRISAT observations.,VERTIC SOILS - 75% ; VERTISOLS - 25%,169.0,73.5,0.16,1990.0,2019.0,-99.78,1122.0,1086.0,1990.0,2019.0,-3.21,10.1,6.29,22.57,0.0,0.28,2.46,1.026,101.7,,Low Risk,Low,Low,Low,9.83,6.03,22.06,0.0,0.53,3.72,1.03,112.4,,Low Risk,Low,Low,Low,9.57,5.77,21.56,0.0,0.78,4.98,1.035,123.1,,Low Risk,Low,Low,Low,10.1,6.29,22.57,0.0,0.58,2.46,1.026,101.7,,Low Risk,Low,Low,Low,20.35,16.65,22.06,22.68,1.03,3.72,1.03,112.4,,Low Risk,Low,Low,Low,39.12,35.61,21.56,63.7,1.48,4.98,1.035,123.1,,Moderate Risk,Low,Moderate,High
Maharashtra,Jalna,Paddy,Cotton,331.0,158.59,-98.35,Cotton is the major crop by latest ICRISAT area (331.00 thousand ha). Its area has increased by 158.6% and yield has declined by 98.3% from the first available positive ICRISAT year.,Unsuitable,Unsuitable,Unsuitable,Unsuitable,Unsuitable,Unsuitable,Unsuitable,0,0,"Paddy remains stable; projected stress is mainly 123.1 heat-stress days, but it is not enough to change the suitability class under this scoring rule.","Paddy remains stable; projected stress is mainly agricultural stress (63.7), warming of 1.48 C, 123.1 heat-stress days, but it is not enough to change the suitability class under this scoring rule.",Shift area to short-duration paddy or millets,Paddy area has declined by 99.5% and yield has declined by 72.0% between the first and latest positive ICRISAT observations.,VERTIC SOILS - 75% ; VERTISOLS - 25%,169.0,2.0,0.01,1990.0,2019.0,-99.5,650.0,182.0,1990.0,2019.0,-72.0,10.1,6.29,22.57,0.0,0.28,2.46,1.026,101.7,,Low Risk,Low,Low,Low,9.83,6.03,22.06,0.0,0.53,3.72,1.03,112.4,,Low Risk,Low,Low,Low,9.57,5.77,21.56,0.0,0.78,4.98,1.035,123.1,,Low Risk,Low,Low,Low,10.1,6.29,22.57,0.0,0.58,2.46,1.026,101.7,,Low Risk,Low,Low,Low,20.35,16.65,22.06,22.68,1.03,3.72,1.03,112.4,,Low Risk,Low,Low,Low,39.12,35.61,21.56,63.7,1.48,4.98,1.035,123.1,,Moderate Risk,Low,Moderate,High
Maharashtra,Jalna,Turmeric,Cotton,331.0,158.59,-98.35,Cotton is the major crop by latest ICRISAT area (331.00 thousand ha). Its area has increased by 158.6% and yield has declined by 98.3% from the first available positive ICRISAT year.,Marginal,Unsuitable,Unsuitable,Unsuitable,Unsuitable,Unsuitable,Unsuitable,1,1,"Turmeric declines by 1 suitability class(es) because the scenario shows 123.1 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.","Turmeric declines by 1 suitability class(es) because the scenario shows agricultural stress (63.7), warming of 1.48 C, 123.1 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",Avoid expansion under high heat stress,Turmeric area has declined by 94.5% and yield has no historical trend available between the first and latest positive ICRISAT observations.,VERTIC SOILS - 75% ; VERTISOLS - 25%,169.0,3.3,0.18,1990.0,2012.0,-94.55,0.0,0.0,,,,10.1,6.29,22.57,0.0,0.28,2.46,1.026,101.7,,Low Risk,Low,Low,Low,9.83,6.03,22.06,0.0,0.53,3.72,1.03,112.4,,Low Risk,Low,Low,Low,9.57,5.77,21.56,0.0,0.78,4.98,1.035,123.1,,Low Risk,Low,Low,Low,10.1,6.29,22.57,0.0,0.58,2.46,1.026,101.7,,Low Risk,Low,Low,Low,20.35,16.65,22.06,22.68,1.03,3.72,1.03,112.4,,Low Risk,Low,Low,Low,39.12,35.61,21.56,63.7,1.48,4.98,1.035,123.1,,Moderate Risk,Low,Moderate,High
Maharashtra,Kolhapur,Cotton,Paddy,111.8,8.44,-3.1,Paddy is the major crop by latest ICRISAT area (111.80 thousand ha). Its area has increased by 8.4% and yield has declined by 3.1% from the first available positive ICRISAT year.,Moderate,Marginal,Unsuitable,Unsuitable,Unsuitable,Unsuitable,Unsuitable,2,2,"Cotton declines by 2 suitability class(es) because the scenario shows agricultural stress (51.5), extreme-rainfall/flood pressure (65.5), 98.4 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.","Cotton declines by 2 suitability class(es) because the scenario shows agricultural stress (100.0), extreme-rainfall/flood pressure (65.5), warming of 1.48 C; this affects water demand, heat tolerance, and soil-moisture reliability.",High risk under SSP585,Cotton area has no historical trend available and yield has declined by 17.0% between the first and latest positive ICRISAT observations.,VERTISOLS - 50% ; VERTIC SOILS - 50%,196.0,0.0,0.0,,,,200.0,166.0,1990.0,2017.0,-17.0,29.36,20.05,63.32,0.59,0.283,5.28,1.035,79.4,,Moderate Risk,High,Low,Low,44.28,31.17,64.39,36.1,0.533,6.58,1.039,88.9,,Moderate Risk,High,Moderate,Moderate,49.86,32.86,65.47,51.47,0.783,7.88,1.044,98.4,,Moderate Risk,High,Moderate,High,49.9,41.27,63.32,44.3,0.583,5.28,1.035,79.4,,Moderate Risk,High,Moderate,Moderate,60.25,47.78,64.39,69.97,1.033,6.58,1.039,88.9,,High Risk,High,Moderate,High,70.11,49.12,65.47,100.0,1.483,7.88,1.044,98.4,,High Risk,High,Moderate,Severe
Maharashtra,Kolhapur,Maize,Paddy,111.8,8.44,-3.1,Paddy is the major crop by latest ICRISAT area (111.80 thousand ha). Its area has increased by 8.4% and yield has declined by 3.1% from the first available positive ICRISAT year.,Moderate,Marginal,Unsuitable,Unsuitable,Unsuitable,Unsuitable,Unsuitable,2,2,"Maize declines by 2 suitability class(es) because the scenario shows agricultural stress (51.5), extreme-rainfall/flood pressure (65.5), 98.4 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.","Maize declines by 2 suitability class(es) because the scenario shows agricultural stress (100.0), extreme-rainfall/flood pressure (65.5), warming of 1.48 C; this affects water demand, heat tolerance, and soil-moisture reliability.",Limit to irrigated or low-risk blocks,Maize area has increased by 405.5% and yield has increased by 58.7% between the first and latest positive ICRISAT observations.,VERTISOLS - 50% ; VERTIC SOILS - 50%,196.0,1.1,5.56,1990.0,2019.0,405.45,1727.0,2740.0,1990.0,2019.0,58.66,29.36,20.05,63.32,0.59,0.283,5.28,1.035,79.4,,Moderate Risk,High,Low,Low,44.28,31.17,64.39,36.1,0.533,6.58,1.039,88.9,,Moderate Risk,High,Moderate,Moderate,49.86,32.86,65.47,51.47,0.783,7.88,1.044,98.4,,Moderate Risk,High,Moderate,High,49.9,41.27,63.32,44.3,0.583,5.28,1.035,79.4,,Moderate Risk,High,Moderate,Moderate,60.25,47.78,64.39,69.97,1.033,6.58,1.039,88.9,,High Risk,High,Moderate,High,70.11,49.12,65.47,100.0,1.483,7.88,1.044,98.4,,High Risk,High,Moderate,Severe
Maharashtra,Kolhapur,Millets,Paddy,111.8,8.44,-3.1,Paddy is the major crop by latest ICRISAT area (111.80 thousand ha). Its area has increased by 8.4% and yield has declined by 3.1% from the first available positive ICRISAT year.,Suitable,Suitable,Moderate,Marginal,Moderate,Unsuitable,Unsuitable,2,3,"Millets declines by 2 suitability class(es) because the scenario shows agricultural stress (51.5), extreme-rainfall/flood pressure (65.5), 98.4 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.","Millets declines by 3 suitability class(es) because the scenario shows agricultural stress (100.0), extreme-rainfall/flood pressure (65.5), warming of 1.48 C; this affects water demand, heat tolerance, and soil-moisture reliability.",Prefer hardy short-duration varieties,Millets area has declined by 93.4% and yield has declined by 55.0% between the first and latest positive ICRISAT observations.,VERTISOLS - 50% ; VERTIC SOILS - 50%,196.0,44.8,2.97,1990.0,2019.0,-93.37,2404.0,1082.0,1990.0,2019.0,-54.99,29.36,20.05,63.32,0.59,0.283,5.28,1.035,79.4,,Moderate Risk,High,Low,Low,44.28,31.17,64.39,36.1,0.533,6.58,1.039,88.9,,Moderate Risk,High,Moderate,Moderate,49.86,32.86,65.47,51.47,0.783,7.88,1.044,98.4,,Moderate Risk,High,Moderate,High,49.9,41.27,63.32,44.3,0.583,5.28,1.035,79.4,,Moderate Risk,High,Moderate,Moderate,60.25,47.78,64.39,69.97,1.033,6.58,1.039,88.9,,High Risk,High,Moderate,High,70.11,49.12,65.47,100.0,1.483,7.88,1.044,98.4,,High Risk,High,Moderate,Severe
Maharashtra,Kolhapur,Paddy,Paddy,111.8,8.44,-3.1,Paddy is the major crop by latest ICRISAT area (111.80 thousand ha). Its area has increased by 8.4% and yield has declined by 3.1% from the first available positive ICRISAT year.,Highly Suitable,Moderate,Marginal,Unsuitable,Marginal,Unsuitable,Unsuitable,4,4,"Paddy declines by 4 suitability class(es) because the scenario shows agricultural stress (51.5), extreme-rainfall/flood pressure (65.5), 98.4 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.","Paddy declines by 4 suitability class(es) because the scenario shows agricultural stress (100.0), extreme-rainfall/flood pressure (65.5), warming of 1.48 C; this affects water demand, heat tolerance, and soil-moisture reliability.",Shift area to short-duration paddy or millets,Paddy area has increased by 8.4% and yield has declined by 3.1% between the first and latest positive ICRISAT observations.,VERTISOLS - 50% ; VERTIC SOILS - 50%,196.0,103.1,111.8,1990.0,2019.0,8.44,2515.0,2437.0,1990.0,2019.0,-3.1,29.36,20.05,63.32,0.59,0.283,5.28,1.035,79.4,,Moderate Risk,High,Low,Low,44.28,31.17,64.39,36.1,0.533,6.58,1.039,88.9,,Moderate Risk,High,Moderate,Moderate,49.86,32.86,65.47,51.47,0.783,7.88,1.044,98.4,,Moderate Risk,High,Moderate,High,49.9,41.27,63.32,44.3,0.583,5.28,1.035,79.4,,Moderate Risk,High,Moderate,Moderate,60.25,47.78,64.39,69.97,1.033,6.58,1.039,88.9,,High Risk,High,Moderate,High,70.11,49.12,65.47,100.0,1.483,7.88,1.044,98.4,,High Risk,High,Moderate,Severe
Maharashtra,Kolhapur,Turmeric,Paddy,111.8,8.44,-3.1,Paddy is the major crop by latest ICRISAT area (111.80 thousand ha). Its area has increased by 8.4% and yield has declined by 3.1% from the first available positive ICRISAT year.,Suitable,Moderate,Marginal,Unsuitable,Unsuitable,Unsuitable,Unsuitable,3,3,"Turmeric declines by 3 suitability class(es) because the scenario shows agricultural stress (51.5), extreme-rainfall/flood pressure (65.5), 98.4 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.","Turmeric declines by 3 suitability class(es) because the scenario shows agricultural stress (100.0), extreme-rainfall/flood pressure (65.5), warming of 1.48 C; this affects water demand, heat tolerance, and soil-moisture reliability.",Avoid expansion under high heat stress,Turmeric area has increased by 11.9% and yield has no historical trend available between the first and latest positive ICRISAT observations.,VERTISOLS - 50% ; VERTIC SOILS - 50%,196.0,4.3,4.81,1990.0,2012.0,11.86,0.0,0.0,,,,29.36,20.05,63.32,0.59,0.283,5.28,1.035,79.4,,Moderate Risk,High,Low,Low,44.28,31.17,64.39,36.1,0.533,6.58,1.039,88.9,,Moderate Risk,High,Moderate,Moderate,49.86,32.86,65.47,51.47,0.783,7.88,1.044,98.4,,Moderate Risk,High,Moderate,High,49.9,41.27,63.32,44.3,0.583,5.28,1.035,79.4,,Moderate Risk,High,Moderate,Moderate,60.25,47.78,64.39,69.97,1.033,6.58,1.039,88.9,,High Risk,High,Moderate,High,70.11,49.12,65.47,100.0,1.483,7.88,1.044,98.4,,High Risk,High,Moderate,Severe
Maharashtra,Latur,Cotton,Millets,63.06,-68.38,-33.45,Millets is the major crop by latest ICRISAT area (63.06 thousand ha). Its area has declined by 68.4% and yield has declined by 33.4% from the first available positive ICRISAT year.,Suitable,Marginal,Marginal,Marginal,Marginal,Marginal,Unsuitable,2,3,"Cotton declines by 2 suitability class(es) because the scenario shows 124.6 heat-stress days, soil-moisture deficit (0.00); this affects water demand, heat tolerance, and soil-moisture reliability.","Cotton declines by 3 suitability class(es) because the scenario shows agricultural stress (68.6), warming of 1.38 C, 124.6 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",High risk under SSP585,Cotton area has declined by 75.0% and yield has increased by 270.3% between the first and latest positive ICRISAT observations.,VERTIC SOILS - 100%,173.0,24.0,6.0,1990.0,2019.0,-75.0,74.0,274.0,1990.0,2019.0,270.27,4.8,2.41,11.3,0.0,0.179,7.24,1.06,103.1,,Low Risk,Low,Low,Low,5.05,2.47,11.96,0.0,0.429,8.56,1.065,113.8,,Low Risk,Low,Low,Low,6.97,4.22,12.61,3.61,0.679,9.88,1.069,124.6,,Low Risk,Low,Low,Low,10.69,8.36,11.3,12.7,0.479,7.24,1.06,103.1,,Low Risk,Low,Low,Low,24.5,22.11,11.96,41.93,0.929,8.56,1.065,113.8,,Low Risk,Low,Low,Moderate,37.14,34.68,12.61,68.64,1.379,9.88,1.069,124.6,,Moderate Risk,Low,Moderate,High
Maharashtra,Latur,Maize,Millets,63.06,-68.38,-33.45,Millets is the major crop by latest ICRISAT area (63.06 thousand ha). Its area has declined by 68.4% and yield has declined by 33.4% from the first available positive ICRISAT year.,Marginal,Unsuitable,Unsuitable,Unsuitable,Unsuitable,Unsuitable,Unsuitable,1,1,"Maize declines by 1 suitability class(es) because the scenario shows 124.6 heat-stress days, soil-moisture deficit (0.00); this affects water demand, heat tolerance, and soil-moisture reliability.","Maize declines by 1 suitability class(es) because the scenario shows agricultural stress (68.6), warming of 1.38 C, 124.6 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",Limit to irrigated or low-risk blocks,Maize area has increased by 222.5% and yield has declined by 55.3% between the first and latest positive ICRISAT observations.,VERTIC SOILS - 100%,173.0,3.2,10.32,1990.0,2019.0,222.5,1281.0,573.0,1990.0,2019.0,-55.27,4.8,2.41,11.3,0.0,0.179,7.24,1.06,103.1,,Low Risk,Low,Low,Low,5.05,2.47,11.96,0.0,0.429,8.56,1.065,113.8,,Low Risk,Low,Low,Low,6.97,4.22,12.61,3.61,0.679,9.88,1.069,124.6,,Low Risk,Low,Low,Low,10.69,8.36,11.3,12.7,0.479,7.24,1.06,103.1,,Low Risk,Low,Low,Low,24.5,22.11,11.96,41.93,0.929,8.56,1.065,113.8,,Low Risk,Low,Low,Moderate,37.14,34.68,12.61,68.64,1.379,9.88,1.069,124.6,,Moderate Risk,Low,Moderate,High
Maharashtra,Latur,Millets,Millets,63.06,-68.38,-33.45,Millets is the major crop by latest ICRISAT area (63.06 thousand ha). Its area has declined by 68.4% and yield has declined by 33.4% from the first available positive ICRISAT year.,Suitable,Suitable,Suitable,Suitable,Suitable,Suitable,Marginal,0,2,"Millets remains stable; projected stress is mainly 124.6 heat-stress days, soil-moisture deficit (0.00), but it is not enough to change the suitability class under this scoring rule.","Millets declines by 2 suitability class(es) because the scenario shows agricultural stress (68.6), warming of 1.38 C, 124.6 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",Prefer hardy short-duration varieties,Millets area has declined by 68.4% and yield has declined by 33.4% between the first and latest positive ICRISAT observations.,VERTIC SOILS - 100%,173.0,199.4,63.06,1990.0,2019.0,-68.38,1181.0,786.0,1990.0,2019.0,-33.45,4.8,2.41,11.3,0.0,0.179,7.24,1.06,103.1,,Low Risk,Low,Low,Low,5.05,2.47,11.96,0.0,0.429,8.56,1.065,113.8,,Low Risk,Low,Low,Low,6.97,4.22,12.61,3.61,0.679,9.88,1.069,124.6,,Low Risk,Low,Low,Low,10.69,8.36,11.3,12.7,0.479,7.24,1.06,103.1,,Low Risk,Low,Low,Low,24.5,22.11,11.96,41.93,0.929,8.56,1.065,113.8,,Low Risk,Low,Low,Moderate,37.14,34.68,12.61,68.64,1.379,9.88,1.069,124.6,,Moderate Risk,Low,Moderate,High
Maharashtra,Latur,Paddy,Millets,63.06,-68.38,-33.45,Millets is the major crop by latest ICRISAT area (63.06 thousand ha). Its area has declined by 68.4% and yield has declined by 33.4% from the first available positive ICRISAT year.,Marginal,Unsuitable,Unsuitable,Unsuitable,Unsuitable,Unsuitable,Unsuitable,1,1,"Paddy declines by 1 suitability class(es) because the scenario shows 124.6 heat-stress days, soil-moisture deficit (0.00); this affects water demand, heat tolerance, and soil-moisture reliability.","Paddy declines by 1 suitability class(es) because the scenario shows agricultural stress (68.6), warming of 1.38 C, 124.6 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",Shift area to short-duration paddy or millets,Paddy area has declined by 96.4% and yield has declined by 92.9% between the first and latest positive ICRISAT observations.,VERTIC SOILS - 100%,173.0,24.4,0.88,1990.0,2019.0,-96.39,1139.0,81.0,1990.0,2019.0,-92.89,4.8,2.41,11.3,0.0,0.179,7.24,1.06,103.1,,Low Risk,Low,Low,Low,5.05,2.47,11.96,0.0,0.429,8.56,1.065,113.8,,Low Risk,Low,Low,Low,6.97,4.22,12.61,3.61,0.679,9.88,1.069,124.6,,Low Risk,Low,Low,Low,10.69,8.36,11.3,12.7,0.479,7.24,1.06,103.1,,Low Risk,Low,Low,Low,24.5,22.11,11.96,41.93,0.929,8.56,1.065,113.8,,Low Risk,Low,Low,Moderate,37.14,34.68,12.61,68.64,1.379,9.88,1.069,124.6,,Moderate Risk,Low,Moderate,High
Maharashtra,Latur,Turmeric,Millets,63.06,-68.38,-33.45,Millets is the major crop by latest ICRISAT area (63.06 thousand ha). Its area has declined by 68.4% and yield has declined by 33.4% from the first available positive ICRISAT year.,Moderate,Unsuitable,Unsuitable,Unsuitable,Unsuitable,Unsuitable,Unsuitable,2,2,"Turmeric declines by 2 suitability class(es) because the scenario shows 124.6 heat-stress days, soil-moisture deficit (0.00); this affects water demand, heat tolerance, and soil-moisture reliability.","Turmeric declines by 2 suitability class(es) because the scenario shows agricultural stress (68.6), warming of 1.38 C, 124.6 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",Avoid expansion under high heat stress,Turmeric area has increased by 6.8% and yield has no historical trend available between the first and latest positive ICRISAT observations.,VERTIC SOILS - 100%,173.0,4.4,4.7,1990.0,2012.0,6.82,0.0,0.0,,,,4.8,2.41,11.3,0.0,0.179,7.24,1.06,103.1,,Low Risk,Low,Low,Low,5.05,2.47,11.96,0.0,0.429,8.56,1.065,113.8,,Low Risk,Low,Low,Low,6.97,4.22,12.61,3.61,0.679,9.88,1.069,124.6,,Low Risk,Low,Low,Low,10.69,8.36,11.3,12.7,0.479,7.24,1.06,103.1,,Low Risk,Low,Low,Low,24.5,22.11,11.96,41.93,0.929,8.56,1.065,113.8,,Low Risk,Low,Low,Moderate,37.14,34.68,12.61,68.64,1.379,9.88,1.069,124.6,,Moderate Risk,Low,Moderate,High
Maharashtra,Nagpur,Cotton,Cotton,153.0,125.0,258.96,Cotton is the major crop by latest ICRISAT area (153.00 thousand ha). Its area has increased by 125.0% and yield has increased by 259.0% from the first available positive ICRISAT year.,Highly Suitable,Suitable,Suitable,Suitable,Suitable,Suitable,Moderate,1,2,"Cotton declines by 1 suitability class(es) because the scenario shows 73.2 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.","Cotton declines by 2 suitability class(es) because the scenario shows warming of 1.44 C, 73.2 heat-stress days, soil-moisture deficit (0.00); this affects water demand, heat tolerance, and soil-moisture reliability.",Suitable with pest and water planning,Cotton area has increased by 125.0% and yield has increased by 259.0% between the first and latest positive ICRISAT observations.,VERTIC SOILS - 100%,180.0,68.0,153.0,1990.0,2019.0,125.0,134.0,481.0,1990.0,2019.0,258.96,14.36,0.95,40.08,0.0,0.243,6.89,1.054,57.4,,Low Risk,Moderate,Low,Low,14.49,0.89,40.52,0.0,0.493,8.21,1.059,65.3,,Low Risk,Moderate,Low,Low,14.62,0.82,40.95,0.0,0.743,9.53,1.063,73.2,,Low Risk,Moderate,Low,Low,14.36,0.95,40.08,0.0,0.543,6.89,1.054,57.4,,Low Risk,Moderate,Low,Low,18.31,4.74,40.52,8.23,0.993,8.21,1.059,65.3,,Low Risk,Moderate,Low,Low,31.37,17.74,40.95,36.11,1.443,9.53,1.063,73.2,,Moderate Risk,Moderate,Low,Moderate
