state,district,crop,district_major_crop,district_major_crop_latest_area_1000ha,district_major_crop_area_change_pct,district_major_crop_yield_change_pct,district_major_crop_analysis,current_suitability,suitability_2030_ssp245,suitability_2035_ssp245,suitability_2040_ssp245,suitability_2030_ssp585,suitability_2035_ssp585,suitability_2040_ssp585,ssp245_decline_classes_by_2040,ssp585_decline_classes_by_2040,ssp245_2040_explanation,ssp585_2040_explanation,recommendation,crop_historical_analysis,soil_type,length_of_growing_period_days,first_area_1000ha,latest_area_1000ha,area_first_year,area_latest_year,area_change_pct,first_yield_kg_ha,latest_yield_kg_ha,yield_first_year,yield_latest_year,yield_change_pct,overall_risk_score_2030_ssp245,drought_hazard_score_2030_ssp245,flood_hazard_score_2030_ssp245,ag_stress_score_2030_ssp245,temperature_change_2030_ssp245,rainfall_change_2030_ssp245,water_availability_index_2030_ssp245,heat_stress_days_2030_ssp245,climate_confidence_score_2030_ssp245,overall_risk_class_2030_ssp245,flood_hazard_class_2030_ssp245,drought_hazard_class_2030_ssp245,ag_stress_class_2030_ssp245,overall_risk_score_2035_ssp245,drought_hazard_score_2035_ssp245,flood_hazard_score_2035_ssp245,ag_stress_score_2035_ssp245,temperature_change_2035_ssp245,rainfall_change_2035_ssp245,water_availability_index_2035_ssp245,heat_stress_days_2035_ssp245,climate_confidence_score_2035_ssp245,overall_risk_class_2035_ssp245,flood_hazard_class_2035_ssp245,drought_hazard_class_2035_ssp245,ag_stress_class_2035_ssp245,overall_risk_score_2040_ssp245,drought_hazard_score_2040_ssp245,flood_hazard_score_2040_ssp245,ag_stress_score_2040_ssp245,temperature_change_2040_ssp245,rainfall_change_2040_ssp245,water_availability_index_2040_ssp245,heat_stress_days_2040_ssp245,climate_confidence_score_2040_ssp245,overall_risk_class_2040_ssp245,flood_hazard_class_2040_ssp245,drought_hazard_class_2040_ssp245,ag_stress_class_2040_ssp245,overall_risk_score_2030_ssp585,drought_hazard_score_2030_ssp585,flood_hazard_score_2030_ssp585,ag_stress_score_2030_ssp585,temperature_change_2030_ssp585,rainfall_change_2030_ssp585,water_availability_index_2030_ssp585,heat_stress_days_2030_ssp585,climate_confidence_score_2030_ssp585,overall_risk_class_2030_ssp585,flood_hazard_class_2030_ssp585,drought_hazard_class_2030_ssp585,ag_stress_class_2030_ssp585,overall_risk_score_2035_ssp585,drought_hazard_score_2035_ssp585,flood_hazard_score_2035_ssp585,ag_stress_score_2035_ssp585,temperature_change_2035_ssp585,rainfall_change_2035_ssp585,water_availability_index_2035_ssp585,heat_stress_days_2035_ssp585,climate_confidence_score_2035_ssp585,overall_risk_class_2035_ssp585,flood_hazard_class_2035_ssp585,drought_hazard_class_2035_ssp585,ag_stress_class_2035_ssp585,overall_risk_score_2040_ssp585,drought_hazard_score_2040_ssp585,flood_hazard_score_2040_ssp585,ag_stress_score_2040_ssp585,temperature_change_2040_ssp585,rainfall_change_2040_ssp585,water_availability_index_2040_ssp585,heat_stress_days_2040_ssp585,climate_confidence_score_2040_ssp585,overall_risk_class_2040_ssp585,flood_hazard_class_2040_ssp585,drought_hazard_class_2040_ssp585,ag_stress_class_2040_ssp585
Bihar,Rohtas,Paddy,Paddy,224.72,-26.22,118.32,Paddy is the major crop by latest ICRISAT area (224.72 thousand ha). Its area has declined by 26.2% and yield has increased by 118.3% from the first available positive ICRISAT year.,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Suitable,Moderate,0,2,"Paddy remains stable; projected stress is mainly 33.3 heat-stress days, but it is not enough to change the suitability class under this scoring rule.","Paddy declines by 2 suitability class(es) because the scenario shows agricultural stress (68.1), 33.3 heat-stress days, soil-moisture deficit (0.01); this affects water demand, heat tolerance, and soil-moisture reliability.",Maintain with water planning,Paddy area has declined by 26.2% and yield has increased by 118.3% between the first and latest positive ICRISAT observations.,INCEPTISOLS - 100%,210.0,304.59,224.72,1990.0,2019.0,-26.22,1883.0,4111.0,1990.0,2019.0,118.32,10.24,2.43,26.84,0.0,,-0.13,0.993,33.3,,Low Risk,Moderate,Low,Low,10.3,2.32,27.1,0.0,,1.1,0.997,33.3,,Low Risk,Moderate,Low,Low,10.35,2.22,27.36,0.0,,2.33,1.001,33.3,,Low Risk,Moderate,Low,Low,10.24,2.43,26.84,0.0,,-0.13,0.993,33.3,,Low Risk,Moderate,Low,Low,30.98,23.21,27.1,44.58,,1.1,0.997,33.3,,Moderate Risk,Moderate,Low,Moderate,41.94,34.11,27.36,68.07,,2.33,1.001,33.3,,Moderate Risk,Moderate,Moderate,High
Bihar,Rohtas,Turmeric,Paddy,224.72,-26.22,118.32,Paddy is the major crop by latest ICRISAT area (224.72 thousand ha). Its area has declined by 26.2% and yield has increased by 118.3% from the first available positive ICRISAT year.,Moderate,Moderate,Moderate,Moderate,Moderate,Marginal,Unsuitable,0,2,"Turmeric remains stable; projected stress is mainly 33.3 heat-stress days, but it is not enough to change the suitability class under this scoring rule.","Turmeric declines by 2 suitability class(es) because the scenario shows agricultural stress (68.1), 33.3 heat-stress days, soil-moisture deficit (0.01); this affects water demand, heat tolerance, and soil-moisture reliability.",Avoid expansion under high heat stress,Turmeric area has declined by 47.5% and yield has no historical trend available between the first and latest positive ICRISAT observations.,INCEPTISOLS - 100%,210.0,6.51,3.42,1990.0,2019.0,-47.47,0.0,0.0,,,,10.24,2.43,26.84,0.0,,-0.13,0.993,33.3,,Low Risk,Moderate,Low,Low,10.3,2.32,27.1,0.0,,1.1,0.997,33.3,,Low Risk,Moderate,Low,Low,10.35,2.22,27.36,0.0,,2.33,1.001,33.3,,Low Risk,Moderate,Low,Low,10.24,2.43,26.84,0.0,,-0.13,0.993,33.3,,Low Risk,Moderate,Low,Low,30.98,23.21,27.1,44.58,,1.1,0.997,33.3,,Moderate Risk,Moderate,Low,Moderate,41.94,34.11,27.36,68.07,,2.33,1.001,33.3,,Moderate Risk,Moderate,Moderate,High
Bihar,Saharsa,Cotton,Paddy,79.52,-51.47,80.05,Paddy is the major crop by latest ICRISAT area (79.52 thousand ha). Its area has declined by 51.5% and yield has increased by 80.0% from the first available positive ICRISAT year.,Marginal,Marginal,Marginal,Marginal,Unsuitable,Unsuitable,Unsuitable,0,1,"Cotton remains stable; projected stress is mainly 33.3 heat-stress days, soil-moisture deficit (0.01), but it is not enough to change the suitability class under this scoring rule.","Cotton declines by 1 suitability class(es) because the scenario shows high drought hazard (56.5), agricultural stress (100.0), 33.3 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",High risk under SSP585,Cotton area has no historical trend available and yield has no historical trend available between the first and latest positive ICRISAT observations.,INCEPTISOLS - 100%,230.0,0.0,0.0,,,,0.0,0.0,,,,17.84,23.06,27.91,0.0,,5.74,1.028,33.3,,Low Risk,Moderate,Low,Low,24.88,27.51,28.26,17.88,,7.04,1.033,33.3,,Low Risk,Moderate,Moderate,Low,34.16,34.21,28.62,40.57,,8.34,1.037,33.3,,Moderate Risk,Moderate,Moderate,Moderate,39.88,45.99,27.91,46.7,,5.74,1.028,33.3,,Moderate Risk,Moderate,Moderate,Moderate,49.97,53.72,28.26,70.91,,7.04,1.033,33.3,,Moderate Risk,Moderate,High,High,59.81,56.54,28.62,100.0,,8.34,1.037,33.3,,High Risk,Moderate,High,Severe
Bihar,Saharsa,Maize,Paddy,79.52,-51.47,80.05,Paddy is the major crop by latest ICRISAT area (79.52 thousand ha). Its area has declined by 51.5% and yield has increased by 80.0% from the first available positive ICRISAT year.,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderate,Unsuitable,Unsuitable,0,4,"Maize remains stable; projected stress is mainly 33.3 heat-stress days, soil-moisture deficit (0.01), but it is not enough to change the suitability class under this scoring rule.","Maize declines by 4 suitability class(es) because the scenario shows high drought hazard (56.5), agricultural stress (100.0), 33.3 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",Limit to irrigated or low-risk blocks,Maize area has increased by 24.0% and yield has increased by 430.0% between the first and latest positive ICRISAT observations.,INCEPTISOLS - 100%,230.0,21.82,27.06,1990.0,2019.0,24.01,1038.0,5501.0,1990.0,2019.0,429.96,17.84,23.06,27.91,0.0,,5.74,1.028,33.3,,Low Risk,Moderate,Low,Low,24.88,27.51,28.26,17.88,,7.04,1.033,33.3,,Low Risk,Moderate,Moderate,Low,34.16,34.21,28.62,40.57,,8.34,1.037,33.3,,Moderate Risk,Moderate,Moderate,Moderate,39.88,45.99,27.91,46.7,,5.74,1.028,33.3,,Moderate Risk,Moderate,Moderate,Moderate,49.97,53.72,28.26,70.91,,7.04,1.033,33.3,,Moderate Risk,Moderate,High,High,59.81,56.54,28.62,100.0,,8.34,1.037,33.3,,High Risk,Moderate,High,Severe
Bihar,Saharsa,Millets,Paddy,79.52,-51.47,80.05,Paddy is the major crop by latest ICRISAT area (79.52 thousand ha). Its area has declined by 51.5% and yield has increased by 80.0% from the first available positive ICRISAT year.,Moderate,Suitable,Suitable,Moderate,Moderate,Unsuitable,Unsuitable,0,2,"Millets remains stable; projected stress is mainly 33.3 heat-stress days, soil-moisture deficit (0.01), but it is not enough to change the suitability class under this scoring rule.","Millets declines by 2 suitability class(es) because the scenario shows high drought hazard (56.5), agricultural stress (100.0), 33.3 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",Prefer hardy short-duration varieties,Millets area has declined by 89.5% and yield has increased by 111.0% between the first and latest positive ICRISAT observations.,INCEPTISOLS - 100%,230.0,0.19,0.02,1990.0,2011.0,-89.47,474.0,1000.0,1990.0,2011.0,110.97,17.84,23.06,27.91,0.0,,5.74,1.028,33.3,,Low Risk,Moderate,Low,Low,24.88,27.51,28.26,17.88,,7.04,1.033,33.3,,Low Risk,Moderate,Moderate,Low,34.16,34.21,28.62,40.57,,8.34,1.037,33.3,,Moderate Risk,Moderate,Moderate,Moderate,39.88,45.99,27.91,46.7,,5.74,1.028,33.3,,Moderate Risk,Moderate,Moderate,Moderate,49.97,53.72,28.26,70.91,,7.04,1.033,33.3,,Moderate Risk,Moderate,High,High,59.81,56.54,28.62,100.0,,8.34,1.037,33.3,,High Risk,Moderate,High,Severe
Bihar,Saharsa,Paddy,Paddy,79.52,-51.47,80.05,Paddy is the major crop by latest ICRISAT area (79.52 thousand ha). Its area has declined by 51.5% and yield has increased by 80.0% from the first available positive ICRISAT year.,Moderate,Moderate,Moderate,Marginal,Unsuitable,Unsuitable,Unsuitable,1,2,"Paddy declines by 1 suitability class(es) because the scenario shows 33.3 heat-stress days, soil-moisture deficit (0.01); this affects water demand, heat tolerance, and soil-moisture reliability.","Paddy declines by 2 suitability class(es) because the scenario shows high drought hazard (56.5), agricultural stress (100.0), 33.3 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",Shift area to short-duration paddy or millets,Paddy area has declined by 51.5% and yield has increased by 80.0% between the first and latest positive ICRISAT observations.,INCEPTISOLS - 100%,230.0,163.87,79.52,1990.0,2019.0,-51.47,872.0,1570.0,1990.0,2019.0,80.05,17.84,23.06,27.91,0.0,,5.74,1.028,33.3,,Low Risk,Moderate,Low,Low,24.88,27.51,28.26,17.88,,7.04,1.033,33.3,,Low Risk,Moderate,Moderate,Low,34.16,34.21,28.62,40.57,,8.34,1.037,33.3,,Moderate Risk,Moderate,Moderate,Moderate,39.88,45.99,27.91,46.7,,5.74,1.028,33.3,,Moderate Risk,Moderate,Moderate,Moderate,49.97,53.72,28.26,70.91,,7.04,1.033,33.3,,Moderate Risk,Moderate,High,High,59.81,56.54,28.62,100.0,,8.34,1.037,33.3,,High Risk,Moderate,High,Severe
Bihar,Saharsa,Turmeric,Paddy,79.52,-51.47,80.05,Paddy is the major crop by latest ICRISAT area (79.52 thousand ha). Its area has declined by 51.5% and yield has increased by 80.0% from the first available positive ICRISAT year.,Moderate,Moderate,Moderate,Moderate,Unsuitable,Unsuitable,Unsuitable,0,2,"Turmeric remains stable; projected stress is mainly 33.3 heat-stress days, soil-moisture deficit (0.01), but it is not enough to change the suitability class under this scoring rule.","Turmeric declines by 2 suitability class(es) because the scenario shows high drought hazard (56.5), agricultural stress (100.0), 33.3 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",Avoid expansion under high heat stress,Turmeric area has declined by 71.9% and yield has no historical trend available between the first and latest positive ICRISAT observations.,INCEPTISOLS - 100%,230.0,8.51,2.39,1990.0,2019.0,-71.92,0.0,0.0,,,,17.84,23.06,27.91,0.0,,5.74,1.028,33.3,,Low Risk,Moderate,Low,Low,24.88,27.51,28.26,17.88,,7.04,1.033,33.3,,Low Risk,Moderate,Moderate,Low,34.16,34.21,28.62,40.57,,8.34,1.037,33.3,,Moderate Risk,Moderate,Moderate,Moderate,39.88,45.99,27.91,46.7,,5.74,1.028,33.3,,Moderate Risk,Moderate,Moderate,Moderate,49.97,53.72,28.26,70.91,,7.04,1.033,33.3,,Moderate Risk,Moderate,High,High,59.81,56.54,28.62,100.0,,8.34,1.037,33.3,,High Risk,Moderate,High,Severe
Bihar,Samastipur,Cotton,Paddy,94.28,-5.51,61.25,Paddy is the major crop by latest ICRISAT area (94.28 thousand ha). Its area has declined by 5.5% and yield has increased by 61.3% from the first available positive ICRISAT year.,Marginal,Marginal,Marginal,Marginal,Marginal,Marginal,Unsuitable,0,1,"Cotton remains stable; projected stress is mainly 33.3 heat-stress days, but it is not enough to change the suitability class under this scoring rule.","Cotton declines by 1 suitability class(es) because the scenario shows 33.3 heat-stress days, soil-moisture deficit (0.01); this affects water demand, heat tolerance, and soil-moisture reliability.",High risk under SSP585,Cotton area has no historical trend available and yield has no historical trend available between the first and latest positive ICRISAT observations.,INCEPTISOLS - 100%,233.0,0.0,0.0,,,,0.0,0.0,,,,10.16,7.42,21.6,0.0,,5.93,1.045,33.3,,Low Risk,Low,Low,Low,8.65,2.86,21.86,0.0,,7.23,1.049,33.3,,Low Risk,Low,Low,Low,8.43,1.98,22.11,0.0,,8.54,1.054,33.3,,Low Risk,Low,Low,Low,10.25,7.69,21.6,0.0,,5.93,1.045,33.3,,Low Risk,Low,Low,Low,8.68,2.93,21.86,0.0,,7.23,1.049,33.3,,Low Risk,Low,Low,Low,31.53,25.3,22.11,49.8,,8.54,1.054,33.3,,Moderate Risk,Low,Moderate,Moderate
Bihar,Samastipur,Maize,Paddy,94.28,-5.51,61.25,Paddy is the major crop by latest ICRISAT area (94.28 thousand ha). Its area has declined by 5.5% and yield has increased by 61.3% from the first available positive ICRISAT year.,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Suitable,0,1,"Maize remains stable; projected stress is mainly 33.3 heat-stress days, but it is not enough to change the suitability class under this scoring rule.","Maize declines by 1 suitability class(es) because the scenario shows 33.3 heat-stress days, soil-moisture deficit (0.01); this affects water demand, heat tolerance, and soil-moisture reliability.",Good future option,Maize area has increased by 11.1% and yield has increased by 110.7% between the first and latest positive ICRISAT observations.,INCEPTISOLS - 100%,233.0,55.82,62.03,1990.0,2019.0,11.13,2182.0,4598.0,1990.0,2019.0,110.72,10.16,7.42,21.6,0.0,,5.93,1.045,33.3,,Low Risk,Low,Low,Low,8.65,2.86,21.86,0.0,,7.23,1.049,33.3,,Low Risk,Low,Low,Low,8.43,1.98,22.11,0.0,,8.54,1.054,33.3,,Low Risk,Low,Low,Low,10.25,7.69,21.6,0.0,,5.93,1.045,33.3,,Low Risk,Low,Low,Low,8.68,2.93,21.86,0.0,,7.23,1.049,33.3,,Low Risk,Low,Low,Low,31.53,25.3,22.11,49.8,,8.54,1.054,33.3,,Moderate Risk,Low,Moderate,Moderate
Bihar,Samastipur,Millets,Paddy,94.28,-5.51,61.25,Paddy is the major crop by latest ICRISAT area (94.28 thousand ha). Its area has declined by 5.5% and yield has increased by 61.3% from the first available positive ICRISAT year.,Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Suitable,-1,0,"Millets improves by 1 suitability class(es); projected conditions show 33.3 heat-stress days, but the crop's local area/yield base and tolerance keep it comparatively resilient.","Millets remains stable; projected stress is mainly 33.3 heat-stress days, soil-moisture deficit (0.01), but it is not enough to change the suitability class under this scoring rule.",Best future option,Millets area has increased by 75.0% and yield has increased by 71.4% between the first and latest positive ICRISAT observations.,INCEPTISOLS - 100%,233.0,0.08,0.14,1992.0,2015.0,75.0,625.0,1071.0,1992.0,2015.0,71.36,10.16,7.42,21.6,0.0,,5.93,1.045,33.3,,Low Risk,Low,Low,Low,8.65,2.86,21.86,0.0,,7.23,1.049,33.3,,Low Risk,Low,Low,Low,8.43,1.98,22.11,0.0,,8.54,1.054,33.3,,Low Risk,Low,Low,Low,10.25,7.69,21.6,0.0,,5.93,1.045,33.3,,Low Risk,Low,Low,Low,8.68,2.93,21.86,0.0,,7.23,1.049,33.3,,Low Risk,Low,Low,Low,31.53,25.3,22.11,49.8,,8.54,1.054,33.3,,Moderate Risk,Low,Moderate,Moderate
Bihar,Samastipur,Paddy,Paddy,94.28,-5.51,61.25,Paddy is the major crop by latest ICRISAT area (94.28 thousand ha). Its area has declined by 5.5% and yield has increased by 61.3% from the first available positive ICRISAT year.,Suitable,Suitable,Suitable,Suitable,Suitable,Suitable,Moderate,0,1,"Paddy remains stable; projected stress is mainly 33.3 heat-stress days, but it is not enough to change the suitability class under this scoring rule.","Paddy declines by 1 suitability class(es) because the scenario shows 33.3 heat-stress days, soil-moisture deficit (0.01); this affects water demand, heat tolerance, and soil-moisture reliability.",Maintain with water planning,Paddy area has declined by 5.5% and yield has increased by 61.3% between the first and latest positive ICRISAT observations.,INCEPTISOLS - 100%,233.0,99.78,94.28,1990.0,2019.0,-5.51,1133.0,1827.0,1990.0,2019.0,61.25,10.16,7.42,21.6,0.0,,5.93,1.045,33.3,,Low Risk,Low,Low,Low,8.65,2.86,21.86,0.0,,7.23,1.049,33.3,,Low Risk,Low,Low,Low,8.43,1.98,22.11,0.0,,8.54,1.054,33.3,,Low Risk,Low,Low,Low,10.25,7.69,21.6,0.0,,5.93,1.045,33.3,,Low Risk,Low,Low,Low,8.68,2.93,21.86,0.0,,7.23,1.049,33.3,,Low Risk,Low,Low,Low,31.53,25.3,22.11,49.8,,8.54,1.054,33.3,,Moderate Risk,Low,Moderate,Moderate
Bihar,Samastipur,Turmeric,Paddy,94.28,-5.51,61.25,Paddy is the major crop by latest ICRISAT area (94.28 thousand ha). Its area has declined by 5.5% and yield has increased by 61.3% from the first available positive ICRISAT year.,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Suitable,0,1,"Turmeric remains stable; projected stress is mainly 33.3 heat-stress days, but it is not enough to change the suitability class under this scoring rule.","Turmeric declines by 1 suitability class(es) because the scenario shows 33.3 heat-stress days, soil-moisture deficit (0.01); this affects water demand, heat tolerance, and soil-moisture reliability.",Climate resilient with mulching,Turmeric area has increased by 158.8% and yield has no historical trend available between the first and latest positive ICRISAT observations.,INCEPTISOLS - 100%,233.0,15.52,40.17,1990.0,2019.0,158.83,0.0,0.0,,,,10.16,7.42,21.6,0.0,,5.93,1.045,33.3,,Low Risk,Low,Low,Low,8.65,2.86,21.86,0.0,,7.23,1.049,33.3,,Low Risk,Low,Low,Low,8.43,1.98,22.11,0.0,,8.54,1.054,33.3,,Low Risk,Low,Low,Low,10.25,7.69,21.6,0.0,,5.93,1.045,33.3,,Low Risk,Low,Low,Low,8.68,2.93,21.86,0.0,,7.23,1.049,33.3,,Low Risk,Low,Low,Low,31.53,25.3,22.11,49.8,,8.54,1.054,33.3,,Moderate Risk,Low,Moderate,Moderate
Bihar,Saran,Cotton,Paddy,61.07,-37.05,68.94,Paddy is the major crop by latest ICRISAT area (61.07 thousand ha). Its area has declined by 37.1% and yield has increased by 68.9% from the first available positive ICRISAT year.,Suitable,Moderate,Moderate,Moderate,Moderate,Moderate,Unsuitable,1,3,"Cotton declines by 1 suitability class(es) because the scenario shows 33.3 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.","Cotton declines by 3 suitability class(es) because the scenario shows high drought hazard (79.7), agricultural stress (63.8), 33.3 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",High risk under SSP585,Cotton area has no historical trend available and yield has increased by 0.0% between the first and latest positive ICRISAT observations.,INCEPTISOLS - 100%,224.0,0.0,0.0,,,,500.0,500.0,1991.0,1994.0,0.0,24.7,54.13,16.45,0.0,,2.63,1.023,33.3,,Low Risk,Low,High,Low,23.39,49.96,16.87,0.0,,3.9,1.027,33.3,,Low Risk,Low,Moderate,Low,22.05,45.7,17.29,0.0,,5.16,1.032,33.3,,Low Risk,Low,Moderate,Low,24.7,54.13,16.45,0.0,,2.63,1.023,33.3,,Low Risk,Low,High,Low,28.48,57.47,16.87,8.2,,3.89,1.027,33.3,,Moderate Risk,Low,High,Low,53.08,79.72,17.29,63.76,,5.16,1.032,33.3,,High Risk,Low,Very High,High
Bihar,Saran,Maize,Paddy,61.07,-37.05,68.94,Paddy is the major crop by latest ICRISAT area (61.07 thousand ha). Its area has declined by 37.1% and yield has increased by 68.9% from the first available positive ICRISAT year.,Suitable,Moderate,Moderate,Moderate,Moderate,Moderate,Unsuitable,1,3,"Maize declines by 1 suitability class(es) because the scenario shows 33.3 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.","Maize declines by 3 suitability class(es) because the scenario shows high drought hazard (79.7), agricultural stress (63.8), 33.3 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",Limit to irrigated or low-risk blocks,Maize area has declined by 29.8% and yield has increased by 90.2% between the first and latest positive ICRISAT observations.,INCEPTISOLS - 100%,224.0,33.41,23.45,1990.0,2019.0,-29.81,1568.0,2982.0,1990.0,2019.0,90.18,24.7,54.13,16.45,0.0,,2.63,1.023,33.3,,Low Risk,Low,High,Low,23.39,49.96,16.87,0.0,,3.9,1.027,33.3,,Low Risk,Low,Moderate,Low,22.05,45.7,17.29,0.0,,5.16,1.032,33.3,,Low Risk,Low,Moderate,Low,24.7,54.13,16.45,0.0,,2.63,1.023,33.3,,Low Risk,Low,High,Low,28.48,57.47,16.87,8.2,,3.89,1.027,33.3,,Moderate Risk,Low,High,Low,53.08,79.72,17.29,63.76,,5.16,1.032,33.3,,High Risk,Low,Very High,High
Bihar,Saran,Millets,Paddy,61.07,-37.05,68.94,Paddy is the major crop by latest ICRISAT area (61.07 thousand ha). Its area has declined by 37.1% and yield has increased by 68.9% from the first available positive ICRISAT year.,Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Suitable,Unsuitable,-1,3,"Millets improves by 1 suitability class(es); projected conditions show 33.3 heat-stress days, but the crop's local area/yield base and tolerance keep it comparatively resilient.","Millets declines by 3 suitability class(es) because the scenario shows high drought hazard (79.7), agricultural stress (63.8), 33.3 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",Prefer hardy short-duration varieties,Millets area has increased by 15.8% and yield has increased by 130.2% between the first and latest positive ICRISAT observations.,INCEPTISOLS - 100%,224.0,0.19,0.22,1991.0,2012.0,15.79,474.0,1091.0,1991.0,2012.0,130.17,24.7,54.13,16.45,0.0,,2.63,1.023,33.3,,Low Risk,Low,High,Low,23.39,49.96,16.87,0.0,,3.9,1.027,33.3,,Low Risk,Low,Moderate,Low,22.05,45.7,17.29,0.0,,5.16,1.032,33.3,,Low Risk,Low,Moderate,Low,24.7,54.13,16.45,0.0,,2.63,1.023,33.3,,Low Risk,Low,High,Low,28.48,57.47,16.87,8.2,,3.89,1.027,33.3,,Moderate Risk,Low,High,Low,53.08,79.72,17.29,63.76,,5.16,1.032,33.3,,High Risk,Low,Very High,High
Bihar,Saran,Paddy,Paddy,61.07,-37.05,68.94,Paddy is the major crop by latest ICRISAT area (61.07 thousand ha). Its area has declined by 37.1% and yield has increased by 68.9% from the first available positive ICRISAT year.,Suitable,Moderate,Moderate,Moderate,Moderate,Moderate,Unsuitable,1,3,"Paddy declines by 1 suitability class(es) because the scenario shows 33.3 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.","Paddy declines by 3 suitability class(es) because the scenario shows high drought hazard (79.7), agricultural stress (63.8), 33.3 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",Shift area to short-duration paddy or millets,Paddy area has declined by 37.1% and yield has increased by 68.9% between the first and latest positive ICRISAT observations.,INCEPTISOLS - 100%,224.0,97.02,61.07,1990.0,2019.0,-37.05,1391.0,2350.0,1990.0,2019.0,68.94,24.7,54.13,16.45,0.0,,2.63,1.023,33.3,,Low Risk,Low,High,Low,23.39,49.96,16.87,0.0,,3.9,1.027,33.3,,Low Risk,Low,Moderate,Low,22.05,45.7,17.29,0.0,,5.16,1.032,33.3,,Low Risk,Low,Moderate,Low,24.7,54.13,16.45,0.0,,2.63,1.023,33.3,,Low Risk,Low,High,Low,28.48,57.47,16.87,8.2,,3.89,1.027,33.3,,Moderate Risk,Low,High,Low,53.08,79.72,17.29,63.76,,5.16,1.032,33.3,,High Risk,Low,Very High,High
Bihar,Saran,Turmeric,Paddy,61.07,-37.05,68.94,Paddy is the major crop by latest ICRISAT area (61.07 thousand ha). Its area has declined by 37.1% and yield has increased by 68.9% from the first available positive ICRISAT year.,Suitable,Moderate,Moderate,Moderate,Moderate,Moderate,Unsuitable,1,3,"Turmeric declines by 1 suitability class(es) because the scenario shows 33.3 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.","Turmeric declines by 3 suitability class(es) because the scenario shows high drought hazard (79.7), agricultural stress (63.8), 33.3 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",Avoid expansion under high heat stress,Turmeric area has increased by 46.9% and yield has no historical trend available between the first and latest positive ICRISAT observations.,INCEPTISOLS - 100%,224.0,9.91,14.56,1990.0,2019.0,46.92,0.0,0.0,,,,24.7,54.13,16.45,0.0,,2.63,1.023,33.3,,Low Risk,Low,High,Low,23.39,49.96,16.87,0.0,,3.9,1.027,33.3,,Low Risk,Low,Moderate,Low,22.05,45.7,17.29,0.0,,5.16,1.032,33.3,,Low Risk,Low,Moderate,Low,24.7,54.13,16.45,0.0,,2.63,1.023,33.3,,Low Risk,Low,High,Low,28.48,57.47,16.87,8.2,,3.89,1.027,33.3,,Moderate Risk,Low,High,Low,53.08,79.72,17.29,63.76,,5.16,1.032,33.3,,High Risk,Low,Very High,High
Bihar,Sheohar,Cotton,Paddy,21.56,-13.31,12.85,Paddy is the major crop by latest ICRISAT area (21.56 thousand ha). Its area has declined by 13.3% and yield has increased by 12.8% from the first available positive ICRISAT year.,Marginal,Marginal,Marginal,Marginal,Marginal,Marginal,Unsuitable,0,1,"Cotton remains stable; projected stress is mainly 33.3 heat-stress days, but it is not enough to change the suitability class under this scoring rule.","Cotton declines by 1 suitability class(es) because the scenario shows agricultural stress (58.3), 33.3 heat-stress days, soil-moisture deficit (0.01); this affects water demand, heat tolerance, and soil-moisture reliability.",High risk under SSP585,Cotton area has no historical trend available and yield has no historical trend available between the first and latest positive ICRISAT observations.,,0.0,0.0,0.0,,,,0.0,0.0,,,,10.87,7.77,23.3,0.0,,4.09,1.027,33.3,,Low Risk,Low,Low,Low,9.88,4.47,23.77,0.0,,5.37,1.032,33.3,,Low Risk,Low,Low,Low,10.08,4.56,24.23,0.0,,6.65,1.036,33.3,,Low Risk,Low,Low,Low,10.93,7.94,23.3,0.0,,4.09,1.027,33.3,,Low Risk,Low,Low,Low,28.62,23.38,23.77,40.39,,5.37,1.032,33.3,,Moderate Risk,Low,Low,Moderate,37.14,31.88,24.23,58.34,,6.65,1.036,33.3,,Moderate Risk,Low,Moderate,High
