state,district,scenario,year,overall_risk_score,overall_risk_class,climate_confidence_score,flood_hazard_score,flood_hazard_class,drought_hazard_score,drought_hazard_class,ag_stress_score,ag_stress_class,water_availability_index,annual_rainfall_change_pct,temperature_anomaly,soil_moisture_deficit,water_security_index,heat_stress_days_35,cdd,cwd,extreme_rainfall_change_pct
MAHARASHTRA,NAGPUR,ssp245,2030,14.36,Low Risk,,40.08,Moderate,0.95,Low,0.0,Low,1.0543,6.89,0.24269749522210304,0.0,52.72,57.4,60.89632525692667,20.633382075620656,6.89
MAHARASHTRA,NANDED,ssp245,2030,23.88,Low Risk,,15.58,Low,52.64,High,0.0,Low,1.0759,9.05,0.2173791607221105,0.0,53.8,112.8,67.22607552378747,19.22954024994233,9.05
MAHARASHTRA,NANDURBAR,ssp245,2030,14.56,Low Risk,,33.22,Moderate,8.39,Low,0.0,Low,1.0613,7.98,0.20527738134067164,0.0,53.06,94.9,88.72246257002115,18.81882620378272,7.98
MAHARASHTRA,NASHIK,ssp245,2030,18.99,Low Risk,,44.48,Moderate,9.78,Low,0.0,Low,1.0521,6.85,0.26209173401197106,0.0,52.6,96.6,93.90722182928087,21.94760658989172,6.85
MAHARASHTRA,PALGHAR,ssp245,2030,38.24,Moderate Risk,,99.27,Very High,10.0,Low,0.0,Low,1.0478,6.74,0.30098981128799096,0.0,52.39,83.1,122.08637451919031,34.32169678490172,6.74
MAHARASHTRA,PARBHANI,ssp245,2030,18.99,Low Risk,,14.79,Low,39.48,Moderate,0.0,Low,1.0419,4.4,0.27377770808008606,0.0,52.1,99.9,66.43179430761619,18.080294730871508,4.4
MAHARASHTRA,PUNE,ssp245,2030,16.1,Low Risk,,37.86,Moderate,8.13,Low,0.0,Low,1.0338,4.83,0.3150857104195772,0.0,51.69,65.1,87.75058127360653,21.72467804595561,4.83
MAHARASHTRA,RAIGAD,ssp245,2030,37.71,Moderate Risk,,97.74,Very High,10.0,Low,0.0,Low,1.0321,4.66,0.33521348701584586,0.0,51.6,73.6,105.3041569982667,34.50854337974067,4.66
MAHARASHTRA,RATNAGIRI,ssp245,2030,38.44,Moderate Risk,,99.82,Very High,10.0,Low,0.0,Low,1.0323,5.15,0.32785154183705956,0.0,51.62,84.7,105.99135518943127,41.25678167193998,5.15
MAHARASHTRA,SANGLI,ssp245,2030,8.67,Low Risk,,17.04,Low,7.74,Low,0.0,Low,1.0362,5.01,0.2843440453211592,0.0,51.81,71.4,74.90628688742608,20.037991924650004,5.01
MAHARASHTRA,SATARA,ssp245,2030,18.07,Low Risk,,44.48,Moderate,7.15,Low,0.0,Low,1.0351,5.14,0.3314131809605563,0.0,51.76,56.6,84.09817839650302,24.780340663083685,5.14
MAHARASHTRA,SINDHUDURG,ssp245,2030,37.2,Moderate Risk,,98.22,Very High,8.06,Low,0.0,Low,1.0341,5.48,0.310854793919475,0.0,51.7,106.0,87.4860334789753,48.16422855558628,5.48
MAHARASHTRA,SOLAPUR,ssp245,2030,19.8,Low Risk,,3.07,Low,53.51,High,0.0,Low,1.0372,4.75,0.21390890876453028,0.0,51.86,81.7,70.46513726519326,15.480053678713649,4.75
MAHARASHTRA,THANE,ssp245,2030,37.14,Moderate Risk,,96.43,Very High,9.69,Low,0.0,Low,1.0424,5.82,0.30098981128799096,0.0,52.12,83.1,93.58035524526974,29.779397950885976,5.82
MAHARASHTRA,WARDHA,ssp245,2030,14.9,Low Risk,,39.8,Moderate,2.78,Low,0.0,Low,1.0631,7.7,0.22330648501716155,0.0,53.15,122.0,67.73268397793368,18.72669620563579,7.7
MAHARASHTRA,WASHIM,ssp245,2030,13.23,Low Risk,,33.24,Moderate,4.55,Low,0.0,Low,1.0464,4.84,0.25671276582612634,0.0,52.32,101.6,74.36041475898688,18.040225351003517,4.84
MAHARASHTRA,YAVATMAL,ssp245,2030,23.01,Low Risk,,31.32,Moderate,34.42,Moderate,0.0,Low,1.0673,7.98,0.21313343577916655,0.0,53.36,117.4,71.38865087209177,19.14137525376551,7.98
TELANGANA,ADILABAD,ssp245,2030,27.91,Moderate Risk,,27.87,Moderate,51.87,High,0.0,Low,1.0777,9.67,0.1754068215688278,0.0,53.89,127.8,64.32171208192085,15.189448707435616,9.67
TELANGANA,BHADRADRI KOTHAGUDEM,ssp245,2030,8.15,Low Risk,,21.08,Low,2.2,Low,0.0,Low,1.0196,2.91,0.25072382688523476,0.0,50.98,145.9,65.58676779487448,18.663528531363546,2.91
TELANGANA,HANUMAKONDA,ssp245,2030,6.49,Low Risk,,18.43,Low,0.1,Low,0.0,Low,1.0779,7.84,,0.0,53.9,33.3,57.708738033059284,12.071644194694365,7.84
TELANGANA,HYDERABAD,ssp245,2030,23.44,Low Risk,,15.0,Low,51.98,High,0.0,Low,1.0553,5.55,,0.0,52.76,33.3,64.73665038551188,10.413809719278268,5.55
TELANGANA,JAGTIAL,ssp245,2030,8.06,Low Risk,,22.86,Low,0.17,Low,0.0,Low,1.0892,9.72,,0.0,54.46,33.3,57.990003418164235,13.648111036745128,9.72
TELANGANA,JANGAON,ssp245,2030,4.71,Low Risk,,12.16,Low,1.31,Low,0.0,Low,1.0977,8.3,0.2101129571596907,0.0,54.88,154.0,62.24562271928389,13.295191284247872,8.3
TELANGANA,JAYASHANKAR BHUPALPALLI,ssp245,2030,12.29,Low Risk,,35.08,Moderate,0.04,Low,0.0,Low,1.0393,5.11,,0.0,51.96,33.3,57.51012743603269,17.950785348607607,5.11
TELANGANA,JOGULAMBA GADWAL,ssp245,2030,6.13,Low Risk,,0.1,Low,17.41,Low,0.0,Low,1.0009,-0.28,,0.0,50.04,33.3,70.45543440675698,11.982904062252945,-0.28
TELANGANA,KAMAREDDY,ssp245,2030,24.57,Low Risk,,18.58,Low,51.61,High,0.0,Low,1.1058,11.18,0.23253683381611268,0.0,55.29,115.4,63.37852894412521,18.340309424948988,11.18
TELANGANA,KARIMNAGAR,ssp245,2030,9.55,Low Risk,,26.9,Moderate,0.38,Low,0.0,Low,1.0966,8.63,0.18862421777514982,0.0,54.83,135.0,58.75709034554391,17.853562707502803,8.63
TELANGANA,KHAMMAM,ssp245,2030,3.81,Low Risk,,10.71,Low,0.17,Low,0.0,Low,1.041,5.1,0.25072382688523476,0.0,52.05,145.9,57.99021336394362,14.638525630503544,5.1
TELANGANA,KUMURAM BHEEM,ssp245,2030,16.01,Low Risk,,43.31,Moderate,2.43,Low,0.0,Low,1.044,6.02,0.24455564353202774,0.0,52.2,134.0,66.42038333389084,18.35547780522647,6.02
TELANGANA,MAHABUBABAD,ssp245,2030,4.25,Low Risk,,11.96,Low,0.18,Low,0.0,Low,1.0573,6.16,,0.0,52.86,33.3,58.024865001099535,12.880190856572614,6.16
TELANGANA,MAHBUBNAGAR,ssp245,2030,18.94,Low Risk,,0.0,Low,54.12,High,0.0,Low,1.0352,1.86,,0.0,51.76,33.3,72.74903467283873,12.113958030893357,1.86
TELANGANA,MANCHERIAL,ssp245,2030,13.36,Low Risk,,37.65,Moderate,0.51,Low,0.0,Low,1.0479,6.11,,0.0,52.4,33.3,59.26369788907764,16.76948061234979,6.11
TELANGANA,MEDAK,ssp245,2030,23.9,Low Risk,,18.19,Low,50.1,High,0.0,Low,1.1039,9.36,,0.0,55.2,33.3,57.73003948270395,17.304523514791068,9.36
TELANGANA,MEDCHAL-MALKAJGIRI,ssp245,2030,23.4,Low Risk,,16.65,Low,50.21,High,0.0,Low,1.0695,6.94,0.22436521251998442,0.0,53.47,124.8,58.11947573491578,12.273533741830416,6.94
TELANGANA,MULUGU,ssp245,2030,11.65,Low Risk,,33.17,Moderate,0.11,Low,0.0,Low,1.0247,3.73,0.24269131289588586,0.0,51.24,121.3,57.74335149176395,16.943630240413857,3.73
TELANGANA,NAGARKURNOOL,ssp245,2030,2.04,Low Risk,,3.2,Low,2.62,Low,0.0,Low,1.0244,1.29,0.24701647758485024,0.0,51.22,133.1,67.1320798065352,15.613371651290997,1.29
TELANGANA,NALGONDA,ssp245,2030,3.21,Low Risk,,6.05,Low,3.12,Low,0.0,Low,1.0596,5.23,0.24738148318398245,0.0,52.98,172.6,69.01940850326457,17.85869272913494,5.23
TELANGANA,NARAYANPET,ssp245,2030,19.37,Low Risk,,0.98,Low,54.37,High,0.0,Low,1.0258,2.07,0.2072093698713573,0.0,51.29,126.9,73.67017985125563,13.332103840470337,2.07
TELANGANA,NIRMAL,ssp245,2030,24.58,Low Risk,,19.62,Low,50.61,High,0.0,Low,1.0959,11.1,,0.0,54.8,33.3,59.612216098543826,16.444912720046265,11.1
TELANGANA,NIZAMABAD,ssp245,2030,16.31,Low Risk,,15.82,Low,30.77,Moderate,0.0,Low,1.1072,12.03,0.23253683381611268,0.0,55.36,115.4,58.286593333847584,17.270289536384823,12.03
TELANGANA,PEDDAPALLI,ssp245,2030,9.97,Low Risk,,28.02,Moderate,0.47,Low,0.0,Low,1.0663,7.29,0.18862421777514982,0.0,53.32,135.0,59.09043705635137,14.153286508227552,7.29
TELANGANA,RAJANNA SIRCILLA,ssp245,2030,5.73,Low Risk,,16.38,Low,0.0,Low,0.0,Low,1.1186,11.25,,0.0,55.93,33.3,53.65967008688832,13.128982296650442,11.25
TELANGANA,RANGA REDDY,ssp245,2030,16.69,Low Risk,,6.99,Low,40.69,Moderate,0.0,Low,1.0481,4.2,0.22436521251998442,0.0,52.4,124.8,67.99965066403423,16.11319114076013,4.2
TELANGANA,SANGAREDDY,ssp245,2030,23.76,Low Risk,,16.4,Low,51.49,High,0.0,Low,1.0796,8.14,0.2341492387983699,0.0,53.98,113.7,62.90853051745841,17.6583470733741,8.14
TELANGANA,SIDDIPET,ssp245,2030,5.02,Low Risk,,14.14,Low,0.21,Low,0.0,Low,1.1098,8.84,,0.0,55.49,33.3,58.137334586716825,13.31401502651934,8.84
TELANGANA,SURYAPET,ssp245,2030,2.93,Low Risk,,5.31,Low,3.06,Low,0.0,Low,1.0798,6.9,0.2101129571596907,0.0,53.99,154.0,68.78848156683709,15.4624586266387,6.9
TELANGANA,VIKARABAD,ssp245,2030,21.33,Low Risk,,7.49,Low,53.44,High,0.0,Low,1.0421,4.26,0.2341492387983699,0.0,52.1,113.7,70.19660693604666,14.3065689303108,4.26
TELANGANA,WANAPARTHY,ssp245,2030,15.26,Low Risk,,1.15,Low,42.46,Moderate,0.0,Low,1.0114,-0.14,,0.0,50.57,33.3,68.461186168186,12.998055293817869,-0.14
TELANGANA,WARANGAL,ssp245,2030,5.77,Low Risk,,15.34,Low,1.14,Low,0.0,Low,1.066,6.82,,0.0,53.3,33.3,61.58905227781539,12.136980834705435,6.82
TELANGANA,YADADRI BHUVANAGIRI,ssp245,2030,4.82,Low Risk,,11.93,Low,1.84,Low,0.0,Low,1.0837,7.36,,0.0,54.18,33.3,64.21170539304552,14.747329396843803,7.36
BIHAR,ARARIA,ssp245,2035,17.3,Low Risk,,47.87,Moderate,1.56,Low,0.0,Low,1.05045,8.59,0.7681666923893999,0.0,52.52,9.8,63.177089115804904,32.39622305392205,8.59
BIHAR,ARWAL,ssp245,2035,9.52,Low Risk,,24.59,Low,2.61,Low,0.0,Low,1.0146,3.125,,0.0,50.73,33.3,67.10596287687349,23.746963827668186,3.125
BIHAR,AURANGABAD,ssp245,2035,11.09,Low Risk,,29.73,Moderate,1.95,Low,0.0,Low,0.9978,1.555,0.5569482326507682,0.0,49.89,55.2,64.63187140363249,30.056832346903114,1.555
BIHAR,BANKA,ssp245,2035,9.97,Low Risk,,24.94,Low,3.54,Low,0.0,Low,1.0140500000000001,4.27,,0.0,50.7,33.3,70.5715150899434,14.300809567186002,4.27
BIHAR,BEGUSARAI,ssp245,2035,7.79,Low Risk,,20.06,Low,2.19,Low,0.0,Low,1.048,7.165000000000001,0.7167446527216264,0.0,52.4,74.4,65.53037577661496,18.80099305864941,7.165000000000001
BIHAR,BHAGALPUR,ssp245,2035,10.2,Low Risk,,27.55,Moderate,1.58,Low,0.0,Low,1.0324499999999999,5.38,0.8068997244040297,0.0,51.62,77.3,63.24708333039595,20.950574480402462,5.38
BIHAR,BHOJPUR,ssp245,2035,6.58,Low Risk,,14.03,Low,4.78,Low,0.0,Low,1.0152,2.8200000000000003,0.5460068563620375,0.0,50.76,57.5,75.22671739579269,17.506146564115344,2.8200000000000003
BIHAR,BUXAR,ssp245,2035,6.6,Low Risk,,15.24,Low,3.62,Low,0.0,Low,1.00315,1.585,,0.0,50.16,33.3,70.89306773322296,21.97716477669526,1.585
BIHAR,DARBHANGA,ssp245,2035,10.98,Low Risk,,26.77,Moderate,4.6,Low,0.0,Low,1.0384,7.385,,0.0,51.92,33.3,74.56260730972923,18.781304746779902,7.385
BIHAR,GAYA,ssp245,2035,7.65,Low Risk,,20.49,Low,1.38,Low,0.0,Low,1.0131999999999999,3.1399999999999997,0.5569482326507682,0.0,50.66,55.2,62.51790445358952,20.674744956884624,3.1399999999999997
BIHAR,GOPALGANJ,ssp245,2035,9.41,Low Risk,,22.67,Low,4.23,Low,0.0,Low,1.0152,2.8499999999999996,0.582389730215084,0.0,50.76,55.25,73.17830645090118,14.360056514403263,2.8499999999999996
BIHAR,JAMUI,ssp245,2035,8.52,Low Risk,,23.24,Low,1.11,Low,0.0,Low,1.0192,4.725,0.7089224470986224,0.0,50.96,79.30000000000001,61.48010035369178,13.941304776344367,4.725
BIHAR,JEHANABAD,ssp245,2035,7.37,Low Risk,,19.23,Low,1.82,Low,0.0,Low,1.0263,4.42,,0.0,51.32,33.3,64.16407079184518,15.416337338119579,4.42
BIHAR,KAIMUR (BHABUA),ssp245,2035,9.99,Low Risk,,26.05,Moderate,2.5,Low,0.0,Low,0.9927,0.635,,0.0,49.64,33.3,66.68979458338367,28.216015096698605,0.635
BIHAR,KATIHAR,ssp245,2035,10.43,Low Risk,,28.63,Moderate,1.16,Low,0.0,Low,1.0195500000000002,4.3100000000000005,0.8068997244040297,0.0,50.98,77.3,61.67398386025149,20.881978895807972,4.3100000000000005
BIHAR,KHAGARIA,ssp245,2035,10.66,Low Risk,,28.38,Moderate,2.08,Low,0.0,Low,1.03905,6.83,0.7167446527216264,0.0,51.95,74.4,65.12265763496444,19.359155758039357,6.83
BIHAR,KISHANGANJ,ssp245,2035,34.11,Moderate Risk,,61.68,High,12.46,Low,27.19,Moderate,1.02975,6.545,,0.002897687830828673,50.25,33.3,63.27465634024869,32.64512311913331,6.545
BIHAR,LAKHISARAI,ssp245,2035,8.75,Low Risk,,23.65,Low,1.34,Low,0.0,Low,1.0446,6.895,,0.0,52.23,33.3,62.353223726875065,17.87678510977854,6.895
BIHAR,MADHEPURA,ssp245,2035,9.58,Low Risk,,25.36,Moderate,2.01,Low,0.0,Low,1.03045,6.4,,0.0,51.52,33.3,64.86495945361406,16.986234791694685,6.4
BIHAR,MADHUBANI,ssp245,2035,13.31,Low Risk,,33.68,Moderate,4.35,Low,0.0,Low,1.0404499999999999,7.835,0.6454428944322856,0.0,52.02,61.2,73.62797602334939,22.03767259731441,7.835
BIHAR,MUNGER,ssp245,2035,11.77,Low Risk,,31.94,Moderate,1.68,Low,0.0,Low,1.0375999999999999,6.225,,0.0,51.88,33.3,63.63971992619547,20.59191750700902,6.225
BIHAR,MUZAFFARPUR,ssp245,2035,9.13,Low Risk,,22.99,Low,3.11,Low,0.0,Low,1.04265,5.94,,0.0,52.13,33.3,68.96539784683534,16.374982347050906,5.94
BIHAR,NALANDA,ssp245,2035,5.97,Low Risk,,14.67,Low,2.38,Low,0.0,Low,1.0422,6.615,,0.0,52.11,33.3,66.25868823740083,18.25210488155223,6.615
BIHAR,NAWADA,ssp245,2035,6.79,Low Risk,,17.94,Low,1.45,Low,0.0,Low,1.02905,5.07,,0.0,51.45,33.3,62.76979912339425,15.283702132599444,5.07
