state,district,scenario,year,overall_risk_score,overall_risk_class,climate_confidence_score,flood_hazard_score,flood_hazard_class,drought_hazard_score,drought_hazard_class,ag_stress_score,ag_stress_class,water_availability_index,annual_rainfall_change_pct,temperature_anomaly,soil_moisture_deficit,water_security_index,heat_stress_days_35,cdd,cwd,extreme_rainfall_change_pct
BIHAR,KISHANGANJ,ssp585,2035,59.86,High Risk,,61.68,High,35.87,Moderate,85.72,Severe,1.02975,6.55,,0.009135931496229684,47.44,33.3,63.27465634024869,32.64512311913331,6.55
BIHAR,LAKHISARAI,ssp585,2035,8.75,Low Risk,,23.65,Low,1.34,Low,0.0,Low,1.0446,6.89,,0.0,52.23,33.3,62.353223726875065,17.87678510977854,6.89
BIHAR,MADHEPURA,ssp585,2035,39.99,Moderate Risk,,25.36,Moderate,29.66,Moderate,69.12,High,1.03045,6.4,,0.007366607514161538,47.36,33.3,64.86495945361406,16.986234791694685,6.4
BIHAR,MADHUBANI,ssp585,2035,46.35,Moderate Risk,,33.68,Moderate,34.39,Moderate,75.09,Severe,1.0404499999999999,7.84,1.1454428944322856,0.008003098754232014,47.49,61.2,73.62797602334939,22.03767259731441,7.84
BIHAR,MUNGER,ssp585,2035,28.1,Moderate Risk,,31.94,Moderate,16.53,Low,37.11,Moderate,1.0375999999999999,6.22,,0.003955075207202718,49.51,33.3,63.63971992619547,20.59191750700902,6.22
BIHAR,MUZAFFARPUR,ssp585,2035,9.13,Low Risk,,22.99,Low,3.11,Low,0.0,Low,1.04265,5.94,,0.0,52.13,33.3,68.96539784683534,16.374982347050906,5.94
BIHAR,NALANDA,ssp585,2035,20.4,Low Risk,,14.67,Low,15.5,Low,32.8,Moderate,1.0422,6.62,,0.0034960029182153638,50.06,33.3,66.25868823740083,18.25210488155223,6.62
BIHAR,NAWADA,ssp585,2035,25.26,Moderate Risk,,17.94,Low,18.24,Low,41.98,Moderate,1.02905,5.07,,0.004474610965837676,48.79,33.3,62.76979912339425,15.283702132599444,5.07
BIHAR,PASHCHIM CHAMPARAN,ssp585,2035,40.97,Moderate Risk,,38.83,Moderate,27.05,Moderate,59.72,High,1.02535,4.56,1.1246807422902982,0.006364292900079509,47.53,54.45,69.15957902970032,20.138398144996827,4.56
BIHAR,PATNA,ssp585,2035,7.31,Low Risk,,14.32,Low,5.16,Low,1.65,Low,1.0382500000000001,6.06,1.0801225251621815,0.00017546269097678922,51.8,63.7,74.1814857998504,19.467199484926837,6.06
BIHAR,PURBA CHAMPARAN,ssp585,2035,39.17,Moderate Risk,,25.81,Moderate,29.74,Moderate,65.77,High,1.02265,4.34,1.082389730215084,0.007009757284353425,46.88,55.25,70.18080639641033,16.981883713844507,4.34
BIHAR,PURNIA,ssp585,2035,36.73,Moderate Risk,,37.01,Moderate,21.92,Low,53.68,High,1.0301,5.78,1.3068997244040297,0.0057209189214761725,48.52,77.3,59.015731654361055,28.061414502485,5.78
BIHAR,ROHTAS,ssp585,2035,25.54,Moderate Risk,,27.1,Moderate,16.18,Low,34.64,Moderate,0.9971000000000001,1.1,,0.00369227467770261,47.43,33.3,66.03724517480748,31.933746947646856,1.1
BIHAR,SAHARSA,ssp585,2035,43.07,Moderate Risk,,28.26,Moderate,31.5,Moderate,73.86,High,1.03265,7.04,,0.007871824604624005,46.99,33.3,64.6429544612255,17.741031459785667,7.04
BIHAR,SAMASTIPUR,ssp585,2035,8.36,Low Risk,,21.86,Low,2.02,Low,0.0,Low,1.0493999999999999,7.23,,0.0,52.47,33.3,64.90672968794294,18.336868861961328,7.23
BIHAR,SARAN,ssp585,2035,7.35,Low Risk,,16.87,Low,4.14,Low,0.0,Low,1.0272999999999999,3.89,,0.0,51.36,33.3,72.81174576889177,14.546809325414001,3.89
BIHAR,SHEIKHPURA,ssp585,2035,23.66,Low Risk,,18.19,Low,17.13,Low,37.65,Moderate,1.04405,7.1,,0.00401232249825738,49.93,33.3,65.08013570028223,19.575836035801412,7.1
BIHAR,SHEOHAR,ssp585,2035,27.72,Moderate Risk,,23.77,Low,20.68,Low,40.54,Moderate,1.0318,5.37,,0.00432040033988775,48.96,33.3,74.04471813247744,12.992300026727865,5.37
BIHAR,SITAMARHI,ssp585,2035,33.58,Moderate Risk,,25.95,Moderate,24.96,Low,52.55,High,1.0347499999999998,6.47,1.1873498506016276,0.005600803446454499,48.49,66.7,72.06859756729094,17.21096959136656,6.47
BIHAR,SIWAN,ssp585,2035,27.53,Moderate Risk,,20.07,Low,21.66,Low,43.07,Moderate,1.01395,2.64,,0.004590138532863353,47.59,33.3,73.90078389351964,14.47409485509333,2.64
BIHAR,SUPAUL,ssp585,2035,38.24,Moderate Risk,,41.9,Moderate,24.61,Low,49.86,Moderate,1.0478999999999998,8.35,1.1454428944322856,0.005314360944956945,49.53,61.2,74.78807217665828,26.834523773156697,8.35
BIHAR,VAISHALI,ssp585,2035,5.53,Low Risk,,13.0,Low,2.8,Low,0.0,Low,1.0621,6.94,1.0801225251621815,0.0,53.1,63.7,67.8081535520722,12.999547574455917,6.94
MAHARASHTRA,AHILYANAGAR,ssp585,2035,10.48,Low Risk,,22.47,Low,7.37,Low,0.12,Low,1.0405,5.61,0.9973962287108193,1.3212516601549634e-05,52.02,78.30000000000001,84.7015150858567,18.05989620042147,5.61
MAHARASHTRA,AKOLA,ssp585,2035,15.25,Low Risk,,37.99,Moderate,5.58,Low,0.0,Low,1.05525,7.06,1.0067127658261263,0.0,52.76,112.25,78.22003327897806,17.29515425969168,7.06
MAHARASHTRA,AMRAVATI,ssp585,2035,16.13,Low Risk,,42.17,Moderate,3.93,Low,0.0,Low,1.0584,7.82,1.012010128630532,0.0,52.92,83.05000000000001,72.03690326433752,21.310937927824604,7.82
MAHARASHTRA,BEED,ssp585,2035,13.33,Low Risk,,6.69,Low,12.24,Low,22.34,Low,1.03695,4.93,,0.002381204869822122,50.85,33.3,69.68402222670368,16.24707484604633,4.93
MAHARASHTRA,BHANDARA,ssp585,2035,15.47,Low Risk,,43.34,Moderate,0.86,Low,0.0,Low,1.0486,6.75,1.0147395908832557,0.0,52.43,63.95,60.57113903093044,15.599286064274661,6.75
MAHARASHTRA,BULDHANA,ssp585,2035,12.48,Low Risk,,29.48,Moderate,6.18,Low,0.0,Low,1.0404499999999999,5.25,1.0370864517159077,0.0,52.02,114.3,80.46249961331299,17.438794764071655,5.25
MAHARASHTRA,CHANDRAPUR,ssp585,2035,16.9,Low Risk,,37.29,Moderate,4.77,Low,7.25,Low,1.0488,7.23,0.9748515400621613,0.0007725268937358808,52.12,124.85,64.35105248150447,17.51079323763313,7.23
MAHARASHTRA,CHHATRAPATI SAMBHAJI NAGAR,ssp585,2035,14.22,Low Risk,,17.98,Low,12.97,Low,11.28,Low,1.03355,4.32,1.0099188599321671,0.0012019522165498686,51.18,96.75,88.97519584289222,16.492829771097348,4.32
MAHARASHTRA,DHARASHIV,ssp585,2035,32.38,Moderate Risk,,4.9,Low,29.94,Moderate,67.28,High,1.0523,7.04,0.9348686118920853,0.0071701315656354766,49.62,98.65,68.67858245736912,15.669053168875962,7.04
MAHARASHTRA,DHULE,ssp585,2035,16.23,Low Risk,,24.78,Low,11.06,Low,12.29,Low,1.05815,8.19,0.9552773813406716,0.0013096655685353458,52.29,105.30000000000001,80.31100813844013,16.88470892982516,8.19
MAHARASHTRA,GADCHIROLI,ssp585,2035,47.32,Moderate Risk,,39.59,Moderate,31.09,Moderate,75.29,Severe,1.0227499999999998,4.2,1.0522818942864838,0.008024015098470103,47.08,111.65,60.97708394187086,20.16158097927539,4.2
MAHARASHTRA,GONDIA,ssp585,2035,19.99,Low Risk,,41.36,Moderate,5.32,Low,12.16,Low,1.0387,5.84,1.0417816784647016,0.0012958807487897267,51.35,81.80000000000001,59.041129967808374,15.02663406807768,5.84
MAHARASHTRA,HINGOLI,ssp585,2035,10.16,Low Risk,,23.06,Low,5.98,Low,0.0,Low,1.0497,5.79,,0.0,52.49,33.3,79.72229972091554,18.195612581131087,5.79
MAHARASHTRA,JALGAON,ssp585,2035,14.64,Low Risk,,28.27,Moderate,7.95,Low,6.55,Low,1.04425,5.96,1.0506426241662723,0.0006985821999596758,51.92,99.9,77.27732733800443,17.794095168244425,5.96
MAHARASHTRA,JALNA,ssp585,2035,9.83,Low Risk,,22.06,Low,6.03,Low,0.0,Low,1.0305,3.72,1.0304320534070328,0.0,51.52,112.4,79.90246165484885,19.116036555864426,3.72
MAHARASHTRA,KOLHAPUR,ssp585,2035,49.57,Moderate Risk,,64.39,High,27.99,Moderate,57.47,High,1.03925,6.58,1.0325651446978341,0.006124749838218383,49.54,88.9,76.05532343200763,33.777592319345445,6.58
MAHARASHTRA,LATUR,ssp585,2035,5.05,Low Risk,,11.96,Low,2.47,Low,0.0,Low,1.0649,8.56,0.9291942232185022,0.0,53.24,113.85,66.57215205436387,16.14057892153789,8.56
MAHARASHTRA,MUMBAI,ssp585,2035,41.99,Moderate Risk,,97.08,Very High,14.1,Low,10.25,Low,1.0361,5.57,,0.0010925631382011644,51.19,33.3,135.30217042372584,29.860884018742993,5.57
MAHARASHTRA,MUMBAI SUBURBAN,ssp585,2035,41.91,Moderate Risk,,99.0,Very High,13.42,Low,8.55,Low,1.0407,6.16,,0.0009113018419657751,51.53,33.3,119.44265832257516,31.837003575825875,6.16
MAHARASHTRA,NAGPUR,ssp585,2035,14.49,Low Risk,,40.52,Moderate,0.89,Low,0.0,Low,1.05885,8.21,0.992697495222103,0.0,52.94,65.3,60.66173536927549,20.849777810362184,8.21
MAHARASHTRA,NANDED,ssp585,2035,6.48,Low Risk,,16.12,Low,2.38,Low,0.0,Low,1.0805,10.39,0.9673791607221105,0.0,54.02,123.94999999999999,66.25779731773633,19.486237907405037,10.39
MAHARASHTRA,NANDURBAR,ssp585,2035,14.67,Low Risk,,33.6,Moderate,8.32,Low,0.0,Low,1.06595,9.31,0.9552773813406716,0.0,53.3,105.30000000000001,88.46794506666949,18.788639118752272,9.31
MAHARASHTRA,NASHIK,ssp585,2035,18.99,Low Risk,,44.37,Moderate,9.89,Low,0.0,Low,1.0566499999999999,8.17,1.012091734011971,0.0,52.83,107.05,94.32158033050834,21.93754287989584,8.17
MAHARASHTRA,PALGHAR,ssp585,2035,61.85,High Risk,,99.64,Very High,31.34,Moderate,53.35,High,1.0524,8.06,1.050989811287991,0.005685428289072264,49.53,92.85,123.3219623979493,34.603801481562314,8.06
MAHARASHTRA,PARBHANI,ssp585,2035,6.02,Low Risk,,14.96,Low,2.24,Low,0.0,Low,1.04615,5.68,1.023777708080086,0.0,52.31,110.5,65.71757578053695,18.469177724319884,5.68
MAHARASHTRA,PUNE,ssp585,2035,44.27,Moderate Risk,,38.28,Moderate,33.72,Moderate,63.58,High,1.0382500000000001,6.12,1.0650857104195772,0.0067760292483327045,48.75,73.65,88.3185032673448,21.617718295650537,6.12
MAHARASHTRA,RAIGAD,ssp585,2035,63.39,High Risk,,98.33,Very High,33.16,Moderate,57.89,High,1.03655,5.95,1.0852134870158459,0.006169969827285702,49.04,82.75,106.21717505491463,34.68360665478372,5.95
MAHARASHTRA,RATNAGIRI,ssp585,2035,63.99,High Risk,,100.0,Very High,33.17,Moderate,57.93,High,1.03685,6.44,1.0778515418370596,0.006174078705703955,49.15,94.5,106.46074403051867,41.57286260649754,6.44
MAHARASHTRA,SANGLI,ssp585,2035,35.74,Moderate Risk,,17.76,Low,30.06,Moderate,63.34,High,1.0406499999999999,6.3,1.0343440453211592,0.006750981333886746,49.22,80.4,75.01117497811002,20.112340676834208,6.3
MAHARASHTRA,SATARA,ssp585,2035,45.46,Moderate Risk,,45.57,Moderate,31.75,Moderate,61.31,High,1.0396,6.43,1.0814131809605563,0.006533755611127303,49.09,64.45,84.37494031882262,24.94549902193212,6.43
MAHARASHTRA,SINDHUDURG,ssp585,2035,62.35,High Risk,,99.2,Very High,30.63,Moderate,56.38,High,1.0387,6.78,1.060854793919475,0.006008453075684625,49.3,116.85,87.57163484295197,48.79591955264014,6.78
MAHARASHTRA,SOLAPUR,ssp585,2035,24.32,Low Risk,,3.13,Low,23.48,Low,50.03,High,1.04155,6.04,0.9639089087645303,0.005332092323604901,49.72,91.35,70.31984430089935,15.542546686268386,6.04
MAHARASHTRA,THANE,ssp585,2035,43.0,Moderate Risk,,96.85,Very High,15.0,Low,12.84,Low,1.04695,7.12,1.050989811287991,0.0013683813656746693,51.64,92.85,94.24246271100168,29.869997855190835,7.12
MAHARASHTRA,WARDHA,ssp585,2035,15.04,Low Risk,,40.21,Moderate,2.75,Low,0.0,Low,1.0676999999999999,9.02,0.9733064850171615,0.0,53.38,133.45,67.64353522442502,18.873468491553417,9.02
MAHARASHTRA,WASHIM,ssp585,2035,13.18,Low Risk,,33.42,Moderate,4.24,Low,0.0,Low,1.05065,6.13,1.0067127658261263,0.0,52.53,112.25,73.18896393612172,18.050960310674157,6.13
MAHARASHTRA,YAVATMAL,ssp585,2035,12.3,Low Risk,,31.55,Moderate,3.59,Low,0.0,Low,1.07185,9.31,0.9631334357791665,0.0,53.59,128.65,70.78690738422321,19.24824483866687,9.31
TELANGANA,ADILABAD,ssp585,2035,10.62,Low Risk,,28.59,Moderate,1.74,Low,0.0,Low,1.0824,11.02,0.9254068215688278,0.0,54.12,139.35,63.86043861539362,15.285723813680816,11.02
TELANGANA,BHADRADRI KOTHAGUDEM,ssp585,2035,52.36,High Risk,,21.68,Low,42.2,Moderate,100.0,Severe,1.0239,4.18,1.0007238268852348,0.01381227175189466,44.8,157.85000000000002,65.57011489670444,18.73475706688094,4.18
TELANGANA,HANUMAKONDA,ssp585,2035,6.63,Low Risk,,18.93,Low,0.0,Low,0.0,Low,1.0822500000000002,9.17,,0.0,54.11,33.3,57.341675087618725,12.126145297188032,9.17
TELANGANA,HYDERABAD,ssp585,2035,6.23,Low Risk,,15.82,Low,1.98,Low,0.0,Low,1.05955,6.85,,0.0,52.98,33.3,64.76277897072646,10.452144707460494,6.85
TELANGANA,JAGTIAL,ssp585,2035,8.14,Low Risk,,23.27,Low,0.0,Low,0.0,Low,1.09375,11.07,,0.0,54.69,33.3,57.25892713828672,13.772937672170698,11.07
TELANGANA,JANGAON,ssp585,2035,4.86,Low Risk,,12.68,Low,1.2,Low,0.0,Low,1.10185,9.64,0.9601129571596907,0.0,55.09,166.0,61.843288741152264,13.342614443935405,9.64
TELANGANA,JAYASHANKAR BHUPALPALLI,ssp585,2035,12.4,Low Risk,,35.42,Moderate,0.0,Low,0.0,Low,1.0436999999999999,6.41,,0.0,52.18,33.3,57.069657572904106,18.15984293535717,6.41
TELANGANA,JOGULAMBA GADWAL,ssp585,2035,29.69,Moderate Risk,,0.07,Low,29.3,Moderate,64.71,High,1.0048499999999998,0.94,,0.006896823528566738,47.11,33.3,70.10701499586366,12.056958895236246,0.94
TELANGANA,KAMAREDDY,ssp585,2035,7.31,Low Risk,,19.33,Low,1.56,Low,0.0,Low,1.1103999999999998,12.55,0.9825368338161127,0.0,55.52,126.60000000000001,63.1952183067432,18.581050548491575,12.55
TELANGANA,KARIMNAGAR,ssp585,2035,9.7,Low Risk,,27.49,Moderate,0.23,Low,0.0,Low,1.1008,9.97,0.9386242177751498,0.0,55.04,146.75,58.21577090351873,18.082705404853584,9.97
TELANGANA,KHAMMAM,ssp585,2035,8.27,Low Risk,,11.32,Low,3.94,Low,9.77,Low,1.0453999999999999,6.39,1.0007238268852348,0.0010409661930837666,51.76,157.85000000000002,57.479847037731815,14.737188043280009,6.39
TELANGANA,KUMURAM BHEEM,ssp585,2035,32.55,Moderate Risk,,43.81,Moderate,17.23,Low,37.29,Moderate,1.04855,7.33,0.9945556435320277,0.003973851169570041,50.52,145.7,65.99660219983596,18.540954252216615,7.33
TELANGANA,MAHABUBABAD,ssp585,2035,4.38,Low Risk,,12.44,Low,0.07,Low,0.0,Low,1.06165,7.46,,0.0,53.08,33.3,57.605443251218134,12.93438087177512,7.46
TELANGANA,MAHBUBNAGAR,ssp585,2035,1.41,Low Risk,,0.0,Low,4.03,Low,0.0,Low,1.03905,3.11,,0.0,51.95,33.3,72.41036142986314,12.190998364411971,3.11
TELANGANA,MANCHERIAL,ssp585,2035,13.4,Low Risk,,37.91,Moderate,0.37,Low,0.0,Low,1.0524,7.42,,0.0,52.62,33.3,58.73205375332256,16.934018080799763,7.42
TELANGANA,MEDAK,ssp585,2035,6.69,Low Risk,,19.12,Low,0.0,Low,0.0,Low,1.1081500000000002,10.7,,0.0,55.41,33.3,57.27738970429916,17.52826391490909,10.7
TELANGANA,MEDCHAL-MALKAJGIRI,ssp585,2035,6.19,Low Risk,,17.56,Low,0.14,Low,0.0,Low,1.0737999999999999,8.26,0.9743652125199844,0.0,53.69,136.35,57.85763434326624,12.325414362429004,8.26
TELANGANA,MULUGU,ssp585,2035,55.78,High Risk,,33.67,Moderate,40.0,Moderate,100.0,Severe,1.02905,5.01,0.9926913128958859,0.014601805717243146,44.89,132.7,57.18500461988266,17.05266487448109,5.01
TELANGANA,NAGARKURNOOL,ssp585,2035,22.54,Low Risk,,3.19,Low,21.21,Low,46.65,Moderate,1.0283,2.54,0.9970164775848502,0.004971854403191985,48.4,144.8,66.89773388654055,15.602153744548204,2.54
TELANGANA,NALGONDA,ssp585,2035,3.28,Low Risk,,6.38,Low,2.98,Low,0.0,Low,1.0637500000000002,6.53,0.9973814831839825,0.0,53.19,184.75,68.49797153471476,17.947520808850765,6.53
TELANGANA,NARAYANPET,ssp585,2035,12.13,Low Risk,,1.25,Low,13.53,Low,23.2,Low,1.0298500000000002,3.33,0.9572093698713573,0.0024725690251497954,50.42,138.45,73.24307849031298,13.609096024511608,3.33
TELANGANA,NIRMAL,ssp585,2035,7.22,Low Risk,,20.21,Low,0.41,Low,0.0,Low,1.1006,12.47,,0.0,55.03,33.3,58.871118842319035,16.638410113002116,12.47
TELANGANA,NIZAMABAD,ssp585,2035,5.76,Low Risk,,16.36,Low,0.1,Low,0.0,Low,1.1118999999999999,13.41,0.9825368338161127,0.0,55.59,126.60000000000001,57.731653122960466,17.487669440056692,13.41
TELANGANA,PEDDAPALLI,ssp585,2035,10.05,Low Risk,,28.41,Moderate,0.31,Low,0.0,Low,1.0707,8.61,0.9386242177751498,0.0,53.54,146.75,58.51749344457106,14.294418142879794,8.61
TELANGANA,RAJANNA SIRCILLA,ssp585,2035,5.89,Low Risk,,16.83,Low,0.0,Low,0.0,Low,1.123,12.62,,0.0,56.15,33.3,53.191936919387246,13.251262369027563,12.62
TELANGANA,RANGA REDDY,ssp585,2035,17.43,Low Risk,,7.7,Low,15.27,Low,31.29,Moderate,1.05225,5.48,0.9743652125199844,0.0033343103768885283,50.7,136.35,67.6554599022584,16.186042465736584,5.48
TELANGANA,SANGAREDDY,ssp585,2035,6.57,Low Risk,,17.32,Low,1.44,Low,0.0,Low,1.084,9.47,0.9841492387983699,0.0,54.2,124.85,62.729888891136184,17.847934604993654,9.47
TELANGANA,SIDDIPET,ssp585,2035,5.18,Low Risk,,14.68,Low,0.11,Low,0.0,Low,1.1138499999999998,10.18,,0.0,55.69,33.3,57.74118850004768,13.399533954600322,10.18
TELANGANA,SURYAPET,ssp585,2035,3.02,Low Risk,,5.75,Low,2.89,Low,0.0,Low,1.0839500000000002,8.21,0.9601129571596907,0.0,54.2,166.0,68.1515041890569,15.574610818525725,8.21
TELANGANA,VIKARABAD,ssp585,2035,4.03,Low Risk,,8.23,Low,3.27,Low,0.0,Low,1.04635,5.54,0.9841492387983699,0.0,52.32,124.85,69.5776981827056,14.398971207206804,5.54
TELANGANA,WANAPARTHY,ssp585,2035,19.44,Low Risk,,1.18,Low,19.19,Low,41.04,Moderate,1.01525,1.09,,0.004373895837555876,48.8,33.3,67.72446134510854,13.014678765404083,1.09
TELANGANA,WARANGAL,ssp585,2035,5.87,Low Risk,,15.73,Low,1.04,Low,0.0,Low,1.07035,8.14,,0.0,53.52,33.3,61.220543685590826,12.187501415392354,8.14
TELANGANA,YADADRI BHUVANAGIRI,ssp585,2035,4.99,Low Risk,,12.57,Low,1.68,Low,0.0,Low,1.0879,8.68,,0.0,54.4,33.3,63.62088772728674,14.724390440102145,8.68
BIHAR,ARARIA,ssp585,2040,61.66,High Risk,,48.89,Moderate,41.57,Moderate,100.0,Severe,1.0552,9.91,1.7181666923894,0.01606381423284757,44.54,11.7,63.22353341586967,32.86071708147101,9.91
BIHAR,ARWAL,ssp585,2040,45.96,Moderate Risk,,24.81,Low,35.59,Moderate,82.72,Severe,1.0188,4.38,,0.008816153257212333,45.06,33.3,66.69724073085075,23.595338580537224,4.38
BIHAR,AURANGABAD,ssp585,2040,55.21,High Risk,,30.18,Moderate,41.84,Moderate,100.0,Severe,1.002,2.79,1.5069482326507682,0.013575722455294295,41.22,62.3,64.23918560602364,30.102088808682097,2.79
BIHAR,BANKA,ssp585,2040,54.21,High Risk,,25.47,Moderate,43.71,Moderate,100.0,Severe,1.0185,5.54,,0.015168384212765427,41.89,33.3,71.22394178534822,14.50154399631004,5.54
BIHAR,BEGUSARAI,ssp585,2040,38.66,Moderate Risk,,20.22,Low,30.18,Moderate,70.07,High,1.0525,8.47,1.6667446527216263,0.007468326203084548,47.8,83.0,65.39939511600998,18.946783870788007,8.47
BIHAR,BHAGALPUR,ssp585,2040,47.91,Moderate Risk,,27.87,Moderate,35.72,Moderate,85.51,Severe,1.0369,6.66,1.7568997244040296,0.009112946882286097,46.46,86.1,63.03789159049849,21.057938268757567,6.66
BIHAR,BHOJPUR,ssp585,2040,38.92,Moderate Risk,,14.2,Low,34.06,Moderate,73.43,High,1.0194,4.07,1.4960068563620375,0.007826163259941184,45.51,64.8,74.88411444797704,17.398107270958477,4.07
BIHAR,BUXAR,ssp585,2040,46.51,Moderate Risk,,15.71,Low,39.74,Moderate,90.34,Severe,1.0073,2.82,,0.009628166368468643,43.89,33.3,70.80964376347177,21.861830074001148,2.82
BIHAR,DARBHANGA,ssp585,2040,55.19,High Risk,,27.26,Moderate,44.72,Moderate,100.0,Severe,1.0431,8.69,,0.014115023569981658,43.18,33.3,74.99373247752965,18.89738148028589,8.69
BIHAR,GAYA,ssp585,2040,51.7,High Risk,,20.72,Low,41.28,Moderate,100.0,Severe,1.0175,4.39,1.5069482326507682,0.010871302763621407,43.61,62.3,62.12545382421323,20.444869967075682,4.39
BIHAR,GOPALGANJ,ssp585,2040,43.02,Moderate Risk,,23.56,Low,34.45,Moderate,75.72,Severe,1.0194,4.1,1.532389730215084,0.008069764100908023,45.43,62.4,72.9275776788082,14.463145715465064,4.1
BIHAR,JAMUI,ssp585,2040,52.68,High Risk,,23.75,Low,41.05,Moderate,100.0,Severe,1.0237,6.0,1.6589224470986224,0.01467232673391549,41.48,88.2,61.27254060127781,14.161375038858235,6.0
BIHAR,JEHANABAD,ssp585,2040,32.83,Moderate Risk,,19.5,Low,24.78,Low,57.76,High,1.0306,5.69,,0.006156339787151818,47.22,33.3,63.60092086846514,15.32051434680948,5.69
BIHAR,KAIMUR (BHABUA),ssp585,2040,45.36,Moderate Risk,,26.32,Moderate,34.5,Moderate,80.23,Severe,0.9968,1.86,,0.008551049336801644,43.69,33.3,66.33306492612643,27.90978954941198,1.86
BIHAR,KATIHAR,ssp585,2040,54.66,High Risk,,29.39,Moderate,41.07,Moderate,100.0,Severe,1.0239,5.58,1.7568997244040296,0.014891458478302477,42.94,86.1,61.357278630821426,21.25194712851372,5.58
BIHAR,KHAGARIA,ssp585,2040,51.48,High Risk,,28.75,Moderate,39.03,Moderate,92.51,Severe,1.0436,8.13,1.6667446527216263,0.009859871697431079,46.18,83.0,64.93186012357006,19.66546119297819,8.13
BIHAR,KISHANGANJ,ssp585,2040,66.4,High Risk,,62.47,High,41.54,Moderate,100.0,Severe,1.0344,7.84,,0.018352018523666736,43.3,33.3,63.10631583205401,33.26775564909725,7.84
BIHAR,LAKHISARAI,ssp585,2040,32.4,Moderate Risk,,24.11,Low,22.66,Low,53.45,High,1.0491,8.2,,0.005696306505222667,48.93,33.3,62.13693232569548,18.16003408630253,8.2
BIHAR,MADHEPURA,ssp585,2040,53.65,High Risk,,25.6,Moderate,41.98,Moderate,100.0,Severe,1.0351,7.69,,0.014500336021045513,43.23,33.3,64.73651348164283,17.135148737357596,7.69
BIHAR,MADHUBANI,ssp585,2040,57.69,High Risk,,34.63,Moderate,44.48,Moderate,100.0,Severe,1.0452,9.15,1.5954428944322856,0.015379150200096333,43.19,68.8,74.08887588526918,22.31603519982908,9.15
BIHAR,MUNGER,ssp585,2040,44.06,Moderate Risk,,32.49,Moderate,30.84,Moderate,72.97,High,1.0421,7.52,,0.007777421364676958,47.25,33.3,63.5130244505019,20.792651692451503,7.52
BIHAR,MUZAFFARPUR,ssp585,2040,32.52,Moderate Risk,,23.58,Low,24.18,Low,52.67,High,1.047,7.23,,0.0056128750223006126,48.62,33.3,68.98500524722715,16.591879706333025,7.23
BIHAR,NALANDA,ssp585,2040,40.4,Moderate Risk,,14.99,Low,33.57,Moderate,78.02,Severe,1.0467,7.91,,0.008315618115706375,47.26,33.3,66.18687198098256,18.497582898960427,7.91
BIHAR,NAWADA,ssp585,2040,44.24,Moderate Risk,,18.18,Low,35.4,Moderate,84.97,Severe,1.0334,6.35,,0.009056245356478473,46.06,33.3,62.61715096309304,15.481373176032792,6.35
BIHAR,PASHCHIM CHAMPARAN,ssp585,2040,53.26,High Risk,,39.95,Moderate,37.85,Moderate,86.77,Severe,1.0297,5.83,1.5746807422902982,0.009247654891358875,45.83,61.5,69.09950815974449,20.455844338052852,5.83
BIHAR,PATNA,ssp585,2040,39.86,Moderate Risk,,14.49,Low,34.77,Moderate,75.4,Severe,1.0427,7.35,1.5301225251621815,0.00803582136641345,46.56,71.5,74.56590265318955,19.646417985236237,7.35
BIHAR,PURBA CHAMPARAN,ssp585,2040,49.74,Moderate Risk,,26.52,Moderate,39.08,Moderate,89.27,Severe,1.027,5.6,1.532389730215084,0.0095141297273462,45.34,62.4,69.94097351605336,17.122963378751578,5.6
BIHAR,PURNIA,ssp585,2040,57.51,High Risk,,38.23,Moderate,40.38,Moderate,100.0,Severe,1.0346,7.07,1.7568997244040296,0.014187140490762919,44.05,86.1,58.76896429474563,28.881492688978526,7.07
BIHAR,ROHTAS,ssp585,2040,46.22,Moderate Risk,,27.36,Moderate,34.83,Moderate,81.51,Severe,1.0012,2.33,,0.00868689731852999,44.11,33.3,65.65987344869988,31.720060897569816,2.33
BIHAR,SAHARSA,ssp585,2040,54.69,High Risk,,28.62,Moderate,41.91,Moderate,100.0,Severe,1.0374,8.34,,0.015062632708619345,42.63,33.3,64.48442270410469,17.924347224904142,8.34
BIHAR,SAMASTIPUR,ssp585,2040,30.85,Moderate Risk,,22.11,Low,22.36,Low,50.96,High,1.0539,8.54,,0.0054308271751157015,49.05,33.3,64.73210036556766,18.42016775627443,8.54
BIHAR,SARAN,ssp585,2040,33.32,Moderate Risk,,17.29,Low,27.61,Moderate,58.68,High,1.0315,5.16,,0.006253409006457835,47.07,33.3,72.83180104414022,14.602613688583734,5.16
BIHAR,SHEIKHPURA,ssp585,2040,45.38,Moderate Risk,,18.58,Low,36.73,Moderate,86.73,Severe,1.0486,8.4,,0.009243676916777212,46.99,33.3,64.98010679994533,19.888083981579292,8.4
BIHAR,SHEOHAR,ssp585,2040,43.83,Moderate Risk,,24.23,Low,35.24,Moderate,76.71,Severe,1.0362,6.65,,0.008175426072753447,46.63,33.3,74.38344344842747,12.960639629255356,6.65
BIHAR,SITAMARHI,ssp585,2040,52.72,High Risk,,26.28,Moderate,42.3,Moderate,95.73,Severe,1.0393,7.76,1.6373498506016275,0.010202431872707852,45.81,74.7,72.33259919891711,17.25320864725888,7.76
