state,district,scenario,year,overall_risk_score,overall_risk_class,climate_confidence_score,flood_hazard_score,flood_hazard_class,drought_hazard_score,drought_hazard_class,ag_stress_score,ag_stress_class,water_availability_index,annual_rainfall_change_pct,temperature_anomaly,soil_moisture_deficit,water_security_index,heat_stress_days_35,cdd,cwd,extreme_rainfall_change_pct
BIHAR,SIWAN,ssp585,2040,33.89,Moderate Risk,,20.69,Low,27.18,Moderate,57.12,High,1.0181,3.89,,0.006087414684181902,46.6,33.3,73.55794411355204,14.461831507039676,3.89
BIHAR,SUPAUL,ssp585,2040,60.81,High Risk,,43.23,Moderate,44.79,Moderate,100.0,Severe,1.0526,9.67,1.5954428944322856,0.0132359661261518,45.21,68.8,75.2676395816336,27.499007786270308,9.67
BIHAR,VAISHALI,ssp585,2040,5.64,Low Risk,,13.31,Low,2.79,Low,0.0,Low,1.0663,8.24,1.5301225251621815,0.0,53.32,71.5,67.79562102591456,13.0463333289933,8.24
MAHARASHTRA,AHILYANAGAR,ssp585,2040,44.31,Moderate Risk,,22.71,Low,38.05,Moderate,76.81,Severe,1.0448,6.89,1.4473962287108193,0.008186053025694369,48.34,87.2,84.74768567947076,18.1022591197739,6.89
MAHARASHTRA,AKOLA,ssp585,2040,40.62,Moderate Risk,,38.38,Moderate,28.44,Moderate,57.43,High,1.0596,8.36,1.4567127658261263,0.006120558994715506,50.43,122.9,77.79930903403285,17.234287537927685,8.36
MAHARASHTRA,AMRAVATI,ssp585,2040,45.2,Moderate Risk,,42.54,Moderate,30.27,Moderate,65.73,High,1.0629,9.13,1.462010128630532,0.007005578643871096,50.25,92.2,72.23175989429913,21.40500985066739,9.13
MAHARASHTRA,BEED,ssp585,2040,38.14,Moderate Risk,,6.64,Low,34.73,Moderate,78.86,Severe,1.0412,6.21,,0.008405088415779475,48.4,33.3,69.24658008539728,16.246318132605534,6.21
MAHARASHTRA,BHANDARA,ssp585,2040,45.06,Moderate Risk,,43.72,Moderate,27.59,Moderate,67.0,High,1.053,8.05,1.4647395908832557,0.007140582625122999,49.66,71.8,60.29628607639144,15.546250260594595,8.05
MAHARASHTRA,BULDHANA,ssp585,2040,45.69,Moderate Risk,,29.16,Moderate,36.26,Moderate,75.99,Severe,1.0447,6.53,1.4870864517159077,0.008098823899877516,48.86,125.1,79.26428547142677,17.454355025134657,6.53
MAHARASHTRA,CHANDRAPUR,ssp585,2040,57.67,High Risk,,37.34,Moderate,41.72,Moderate,100.0,Severe,1.0533,8.53,1.4248515400621613,0.010675838335347868,48.15,136.0,63.78290039086563,17.557847125421176,8.53
MAHARASHTRA,CHHATRAPATI SAMBHAJI NAGAR,ssp585,2040,43.08,Moderate Risk,,17.62,Low,39.15,Moderate,77.36,Severe,1.0377,5.59,1.459918859932167,0.008244540956860556,48.36,106.7,88.01294298346808,16.527452309949823,5.59
MAHARASHTRA,DHARASHIV,ssp585,2040,45.55,Moderate Risk,,5.57,Low,41.65,Moderate,96.76,Severe,1.0567,8.34,1.3848686118920852,0.010312700228907273,48.39,108.7,68.36470388825074,15.954740617343319,8.34
MAHARASHTRA,DHULE,ssp585,2040,45.97,Moderate Risk,,24.74,Low,37.9,Moderate,80.14,Severe,1.0627,9.51,1.4052773813406716,0.008540754993920404,48.98,115.7,79.21588236490359,16.88626932195667,9.51
MAHARASHTRA,GADCHIROLI,ssp585,2040,58.08,High Risk,,39.44,Moderate,40.8,Moderate,100.0,Severe,1.0271,5.47,1.5022818942864837,0.012805024409264495,44.63,122.3,60.32885422299701,20.021723567069643,5.47
MAHARASHTRA,GONDIA,ssp585,2040,57.1,High Risk,,41.96,Moderate,38.79,Moderate,96.14,Severe,1.0431,7.13,1.4917816784647016,0.010246564016845932,47.35,90.9,58.581655743088014,15.11519069550669,7.13
MAHARASHTRA,HINGOLI,ssp585,2040,10.18,Low Risk,,23.48,Low,5.61,Low,0.0,Low,1.0539,7.08,,0.0,52.7,33.3,78.32708599860209,18.544679935132223,7.08
MAHARASHTRA,JALGAON,ssp585,2040,44.64,Moderate Risk,,28.21,Moderate,34.95,Moderate,75.1,Severe,1.0486,7.25,1.5006426241662723,0.008003930230387786,48.91,110.0,75.71571240925368,17.830655254997293,7.25
MAHARASHTRA,JALNA,ssp585,2040,38.37,Moderate Risk,,21.56,Low,31.96,Moderate,65.47,High,1.0346,4.98,1.4804320534070328,0.0069778294686078934,48.75,123.1,78.936450025703,19.32502354912383,4.98
MAHARASHTRA,KOLHAPUR,ssp585,2040,68.69,High Risk,,65.47,High,45.08,Moderate,100.0,Severe,1.0438,7.88,1.482565144697834,0.015140878848822923,46.0,98.4,76.33719772422441,34.17717058054857,7.88
MAHARASHTRA,LATUR,ssp585,2040,32.68,Moderate Risk,,12.61,Low,27.42,Moderate,62.23,High,1.0694,9.88,1.3791942232185022,0.006632245256795398,50.69,124.6,66.79541444181554,16.41296727497196,9.88
MAHARASHTRA,MUMBAI,ssp585,2040,61.11,High Risk,,97.36,Very High,31.39,Moderate,53.48,High,1.0405,6.86,,0.005699656253916039,48.7,33.3,135.6311205390101,30.14574431551269,6.86
MAHARASHTRA,MUMBAI SUBURBAN,ssp585,2040,60.98,High Risk,,99.15,Very High,30.71,Moderate,51.78,High,1.0451,7.45,,0.005518394957680652,49.07,33.3,119.79771155926001,31.986353961994517,7.45
MAHARASHTRA,NAGPUR,ssp585,2040,44.47,Moderate Risk,,40.95,Moderate,27.96,Moderate,67.84,High,1.0634,9.53,1.442697495222103,0.007229874618761011,50.06,73.2,60.4271454816243,21.066173545103712,9.53
MAHARASHTRA,NANDED,ssp585,2040,16.81,Low Risk,,16.66,Low,11.43,Low,23.25,Low,1.0851,11.73,1.4173791607221105,0.00247827982006211,53.13,135.1,65.2895191116852,19.742935564867746,11.73
MAHARASHTRA,NANDURBAR,ssp585,2040,50.75,High Risk,,33.98,Moderate,40.96,Moderate,81.75,Severe,1.0706,10.64,1.4052773813406716,0.008712776903886993,49.62,115.7,88.21342756331782,18.758452033721824,10.64
MAHARASHTRA,NASHIK,ssp585,2040,52.42,High Risk,,44.26,Moderate,40.39,Moderate,75.97,Severe,1.0612,9.48,1.462091734011971,0.008096492387098557,49.26,117.5,94.73593883173581,21.92747916989996,9.48
MAHARASHTRA,PALGHAR,ssp585,2040,77.37,Very High Risk,,100.0,Very High,45.34,Moderate,88.34,Severe,1.057,9.37,1.500989811287991,0.009415163078877693,47.53,102.6,124.55755027670828,34.88590617822292,9.37
MAHARASHTRA,PARBHANI,ssp585,2040,38.34,Moderate Risk,,15.13,Low,31.44,Moderate,73.47,High,1.0504,6.97,1.473777708080086,0.007830541608157564,49.07,121.1,65.0033572534577,18.85806071776826,6.97
MAHARASHTRA,PUNE,ssp585,2040,60.5,High Risk,,38.7,Moderate,48.44,Moderate,100.0,Severe,1.0427,7.41,1.5150857104195772,0.011714094226615958,46.47,82.2,88.88642526108308,21.510758545345464,7.41
MAHARASHTRA,RAIGAD,ssp585,2040,82.12,Very High Risk,,98.92,Very High,50.0,High,100.0,Severe,1.041,7.24,1.5352134870158458,0.011161330622808809,46.84,91.9,107.13019311156258,34.858669929826775,7.24
MAHARASHTRA,RATNAGIRI,ssp585,2040,82.5,Very High Risk,,100.0,Very High,50.0,High,100.0,Severe,1.0414,7.74,1.5278515418370595,0.015639582426107093,45.0,104.3,106.93013287160605,41.8889435410551,7.74
MAHARASHTRA,SANGLI,ssp585,2040,52.13,High Risk,,18.47,Low,44.75,Moderate,100.0,Severe,1.0451,7.6,1.4843440453211592,0.012548524863190769,46.86,89.4,75.11606306879396,20.186689429018415,7.6
MAHARASHTRA,SATARA,ssp585,2040,62.89,High Risk,,46.66,Moderate,47.3,Moderate,100.0,Severe,1.0441,7.73,1.5314131809605562,0.012363412263945325,46.55,72.3,84.65170224114223,25.11065738078056,7.73
MAHARASHTRA,SINDHUDURG,ssp585,2040,81.64,Very High Risk,,99.42,Very High,48.11,Moderate,100.0,Severe,1.0433,8.08,1.510854793919475,0.015775955257325495,45.01,127.7,87.65723620692862,49.42761054969401,8.08
MAHARASHTRA,SOLAPUR,ssp585,2040,44.88,Moderate Risk,,3.29,Low,42.09,Moderate,96.65,Severe,1.0459,7.33,1.4139089087645302,0.01030107840814618,47.58,101.0,70.17455133660545,15.605039693823123,7.33
MAHARASHTRA,THANE,ssp585,2040,68.44,High Risk,,97.18,Very High,38.12,Moderate,70.3,High,1.0515,8.42,1.500989811287991,0.007492315645137952,48.53,102.6,94.90457017673361,29.960597759495695,8.42
MAHARASHTRA,WARDHA,ssp585,2040,42.53,Moderate Risk,,40.62,Moderate,27.6,Moderate,62.18,High,1.0723,10.35,1.4233064850171615,0.006626912585909022,50.56,144.9,67.55438647091637,19.020240777471045,10.35
MAHARASHTRA,WASHIM,ssp585,2040,21.5,Low Risk,,33.59,Moderate,11.54,Low,19.03,Low,1.0549,7.42,1.4567127658261263,0.002027913407235627,51.89,122.9,72.01751311325656,18.0616952703448,7.42
MAHARASHTRA,YAVATMAL,ssp585,2040,36.81,Moderate Risk,,31.79,Moderate,25.69,Moderate,55.65,High,1.0764,10.64,1.4131334357791665,0.0059305753492850215,51.2,139.9,70.18516389635465,19.35511442356823,10.64
TELANGANA,ADILABAD,ssp585,2040,54.82,High Risk,,29.3,Moderate,41.62,Moderate,100.0,Severe,1.0871,12.37,1.3754068215688278,0.013307999578306105,47.06,150.9,63.39916514886638,15.381998919926016,12.37
TELANGANA,BHADRADRI KOTHAGUDEM,ssp585,2040,52.57,High Risk,,22.28,Low,42.2,Moderate,100.0,Severe,1.0282,5.44,1.4507238268852347,0.01870433846409176,42.44,169.8,65.55346199853442,18.805985602398334,5.44
TELANGANA,HANUMAKONDA,ssp585,2040,6.8,Low Risk,,19.42,Low,0.0,Low,0.0,Low,1.0866,10.49,,0.0,54.33,33.3,56.97461214217816,12.1806463996817,10.49
TELANGANA,HYDERABAD,ssp585,2040,18.16,Low Risk,,16.64,Low,12.57,Low,26.45,Moderate,1.0638,8.15,,0.0028193439457822028,51.5,33.3,64.78890755594104,10.490479695642719,8.15
TELANGANA,JAGTIAL,ssp585,2040,8.29,Low Risk,,23.69,Low,0.0,Low,0.0,Low,1.0983,12.42,,0.0,54.92,33.3,56.52785085840921,13.897764307596269,12.42
TELANGANA,JANGAON,ssp585,2040,5.01,Low Risk,,13.21,Low,1.1,Low,0.0,Low,1.106,10.97,1.4101129571596906,0.0,55.3,178.0,61.44095476302064,13.390037603622938,10.97
TELANGANA,JAYASHANKAR BHUPALPALLI,ssp585,2040,56.52,High Risk,,35.76,Moderate,40.0,Moderate,100.0,Severe,1.0481,7.7,,0.012904724506020624,47.03,33.3,56.629187709775515,18.36890052210673,7.7
TELANGANA,JOGULAMBA GADWAL,ssp585,2040,45.18,Moderate Risk,,0.04,Low,43.32,Moderate,100.0,Severe,1.0088,2.17,,0.01630135225300254,42.78,33.3,69.75859558497035,12.131013728219546,2.17
TELANGANA,KAMAREDDY,ssp585,2040,7.56,Low Risk,,20.07,Low,1.52,Low,0.0,Low,1.115,13.92,1.4325368338161126,0.0,55.75,137.8,63.0119076693612,18.82179167203416,13.92
TELANGANA,KARIMNAGAR,ssp585,2040,9.86,Low Risk,,28.07,Moderate,0.09,Low,0.0,Low,1.105,11.31,1.3886242177751498,0.0,55.25,158.5,57.674451461493554,18.311848102204365,11.31
TELANGANA,KHAMMAM,ssp585,2040,48.18,Moderate Risk,,11.93,Low,40.0,Moderate,100.0,Severe,1.0498,7.69,1.4507238268852347,0.014628953419789467,45.05,169.8,56.969480711520006,14.835850456056473,7.69
TELANGANA,KUMURAM BHEEM,ssp585,2040,60.28,High Risk,,44.31,Moderate,42.2,Moderate,100.0,Severe,1.0531,8.63,1.4445556435320277,0.017197327703163987,44.11,157.4,65.57282106578107,18.72643069920676,8.63
TELANGANA,MAHABUBABAD,ssp585,2040,12.1,Low Risk,,12.92,Low,6.89,Low,17.23,Low,1.066,8.77,,0.0018358308492340077,52.25,33.3,57.186021501336725,12.988570886977627,8.77
TELANGANA,MAHBUBNAGAR,ssp585,2040,9.87,Low Risk,,0.1,Low,11.63,Low,19.22,Low,1.0429,4.36,,0.0020485274646553737,51.16,33.3,72.07168818688754,12.268038697930585,4.36
TELANGANA,MANCHERIAL,ssp585,2040,57.44,High Risk,,38.17,Moderate,40.23,Moderate,100.0,Severe,1.0569,8.72,,0.012701044527123674,47.35,33.3,58.20040961756747,17.09855554924974,8.72
TELANGANA,MEDAK,ssp585,2040,7.02,Low Risk,,20.05,Low,0.0,Low,0.0,Low,1.1124,12.05,,0.0,55.62,33.3,56.82473992589437,17.752004315027115,12.05
TELANGANA,MEDCHAL-MALKAJGIRI,ssp585,2040,15.98,Low Risk,,18.51,Low,8.68,Low,21.54,Low,1.0781,9.58,1.4243652125199844,0.0022959976985308006,52.56,147.9,57.5957929516167,12.377294983027593,9.58
TELANGANA,MULUGU,ssp585,2040,55.96,High Risk,,34.16,Moderate,40.0,Moderate,100.0,Severe,1.0334,6.29,1.4426913128958858,0.0189610996475313,42.84,144.1,56.62665774800138,17.161699508548324,6.29
TELANGANA,NAGARKURNOOL,ssp585,2040,41.04,Moderate Risk,,3.18,Low,38.0,Moderate,88.76,Severe,1.0322,3.79,1.4470164775848502,0.009459854145899735,45.63,156.5,66.6633879665459,15.59093583780541,3.79
TELANGANA,NALGONDA,ssp585,2040,17.05,Low Risk,,6.88,Low,15.25,Low,31.01,Moderate,1.0679,7.83,1.4473814831839824,0.0033051190306630615,51.31,196.9,67.97653456616497,18.03634888856659,7.83
TELANGANA,NARAYANPET,ssp585,2040,45.98,Moderate Risk,,1.52,Low,44.14,Moderate,100.0,Severe,1.0339,4.59,1.4072093698713573,0.015149137329985966,44.88,150.0,72.81597712937034,13.886088208552879,4.59
TELANGANA,NIRMAL,ssp585,2040,7.36,Low Risk,,20.81,Low,0.21,Low,0.0,Low,1.1053,13.84,,0.0,55.26,33.3,58.13002158609425,16.831907505957968,13.84
TELANGANA,NIZAMABAD,ssp585,2040,5.91,Low Risk,,16.9,Low,0.0,Low,0.0,Low,1.1166,14.79,1.4325368338161126,0.0,55.83,137.8,57.17671291207334,17.70504934372856,14.79
TELANGANA,PEDDAPALLI,ssp585,2040,10.14,Low Risk,,28.8,Moderate,0.16,Low,0.0,Low,1.0751,9.93,1.3886242177751498,0.0,53.76,158.5,57.944549832790756,14.435549777532035,9.93
TELANGANA,RAJANNA SIRCILLA,ssp585,2040,6.05,Low Risk,,17.28,Low,0.0,Low,0.0,Low,1.1274,13.99,,0.0,56.37,33.3,52.724203751886165,13.373542441404684,13.99
TELANGANA,RANGA REDDY,ssp585,2040,26.85,Moderate Risk,,8.4,Low,23.56,Low,52.23,High,1.0564,6.76,1.4243652125199844,0.005566006364657816,49.5,147.9,67.31126914048258,16.25889379071304,6.76
TELANGANA,SANGAREDDY,ssp585,2040,8.23,Low Risk,,18.25,Low,2.62,Low,3.08,Low,1.0884,10.8,1.4341492387983699,0.0003282394841832679,54.26,136.0,62.551247264813966,18.03752213661321,10.8
TELANGANA,SIDDIPET,ssp585,2040,5.32,Low Risk,,15.21,Low,0.0,Low,0.0,Low,1.1179,11.52,,0.0,55.9,33.3,57.34504241337853,13.485052882681305,11.52
TELANGANA,SURYAPET,ssp585,2040,3.13,Low Risk,,6.22,Low,2.72,Low,0.0,Low,1.0881,9.53,1.4101129571596906,0.0,54.4,178.0,67.5145268112767,15.68676301041275,9.53
TELANGANA,VIKARABAD,ssp585,2040,29.92,Moderate Risk,,8.97,Low,26.46,Moderate,58.39,High,1.0506,6.83,1.4341492387983699,0.006222810754523731,49.94,136.0,68.95878942936456,14.491373484102809,6.83
TELANGANA,WANAPARTHY,ssp585,2040,40.74,Moderate Risk,,1.21,Low,38.41,Moderate,89.57,Severe,1.0191,2.32,,0.009545821862241535,46.52,33.3,66.98773652203107,13.031302236990298,2.32
TELANGANA,WARANGAL,ssp585,2040,7.22,Low Risk,,16.12,Low,2.07,Low,2.84,Low,1.0747,9.45,,0.00030262238308430755,53.56,33.3,60.852035093366254,12.238021996079276,9.45
TELANGANA,YADADRI BHUVANAGIRI,ssp585,2040,5.16,Low Risk,,13.22,Low,1.52,Low,0.0,Low,1.0921,10.0,,0.0,54.6,33.3,63.03007006152797,14.701451483360486,10.0
