state,district,annual_rainfall,mean_temperature,mean_humidity,mean_soil_moisture,rainfall_anomaly,spi3,spi6,rx1day,rain_p95,rain_p99,cdd,cwd,rx3day,base_mean_pet_x,base_mean_et_x,base_mean_solar_x,base_mean_lai_x,temperature_anomaly,humidity_anomaly,soil_moisture_anomaly,heat_stress_days_35,heat_stress_days_38,heat_stress_days_40,water_availability_index,soil_moisture_deficit,annual_rainfall_change_pct,mean_solar,mean_pet,mean_et,mean_lai,base_mean_pet_y,base_mean_et_y,base_mean_solar_y,base_mean_lai_y,pet_anomaly,et_anomaly,solar_anomaly,lai_anomaly,predicted_sm_anomaly,predicted_ndvi_anomaly,predicted_ndwi_anomaly,water_security_index,year,state_code,district_code,soil_moisture_stress_class,scenario
BIHAR,ARARIA,1681.0617533122772,23.191728056801708,55.028850178435086,0.21074964086878253,133.0192533122771,-0.20764825752123228,-0.18688343176910904,72.11683625575293,24.2076726271003,49.84655425011039,63.177089115804904,32.39622305392205,118.99277982199231,47.05855104639397,13.918573322976757,16.60792111771469,1.1362507365119927,0.7681666923893999,0.29533745719181326,-0.007065251332107975,9.8,0.65,0.05,1.05045,0.0,8.59,17.4677,3.9541000000000004,14.840917137058993,1.1676554621411819,47.05855104639397,13.918573322976757,16.60792111771469,1.1362507365119927,0.0,0.0,0.0,0.0,0.0015088029,0.0006303427262967974,0.00018986178,52.52,2035,0,4,Low,ssp245
BIHAR,ARWAL,972.0033055267543,,,0.16459200893276488,29.482055526754323,0.09327916768066222,0.08395125091259599,62.61802484411775,17.26520058881321,33.67049673345453,67.10596287687349,23.746963827668186,103.31974099279428,49.68653234068274,10.666149311568791,18.648079216962962,0.8619363980124897,,,-0.004101681245775798,33.3,3.6,0.5,1.0146,0.0,3.125,17.6143,4.1631,12.005355565601489,1.0048734648722155,49.68653234068274,10.666149311568791,18.648079216962962,0.8619363980124897,0.0,0.0,0.0,0.0,0.004653088,0.0054252006180333,0.0042423927,50.73,2035,0,5,Low,ssp245
BIHAR,AURANGABAD,1072.4807304255314,25.89619611501695,48.377277638114144,0.1675063590992028,16.384480425531365,0.44764799879871997,0.40288319891884794,58.72386914245175,17.977537316301785,36.14032160185959,64.63187140363249,30.056832346903114,96.89438408504537,51.27402764493268,10.114258445595524,18.70790846201534,0.794099277314118,0.5569482326507682,-0.6860802940372537,-0.007627842594941356,55.2,7.75,1.3,0.9978,0.0,1.555,17.6642,4.26235,11.8258841923567,0.9578011071515022,51.27402764493268,10.114258445595524,18.70790846201534,0.794099277314118,0.0,0.0,0.0,0.0,0.0035399913,-0.0004089355069759515,0.0047632502,49.89,2035,0,6,Low,ssp245
BIHAR,BANKA,1253.3617335271238,,,0.18267516272404186,51.33423352712373,0.3361560315227705,0.3025404283704935,71.17485267887957,20.626136818312307,41.917219164898995,70.5715150899434,14.300809567186002,117.43850692015128,47.507531801877064,10.523289808338818,17.640967227139893,0.7267600585348504,,,-0.010174126225804409,33.3,3.6,0.5,1.0140500000000001,0.0,4.27,17.6604,4.174,12.224623553563996,1.1013630347976706,47.507531801877064,10.523289808338818,17.640967227139893,0.7267600585348504,0.0,0.0,0.0,0.0,0.0018436156,0.0015536738715088315,0.0010568913,50.7,2035,0,7,Low,ssp245
BIHAR,BEGUSARAI,1098.093700129546,26.50645162794326,52.72557977322518,0.16947428921683208,73.39495012954603,-0.06799526999079467,-0.061195742991715193,61.14092293882075,17.626671398933965,36.74448592407788,65.53037577661496,18.80099305864941,100.88252284905423,46.12255224623095,9.94390026266368,17.859561945717992,0.7829063161001812,0.7167446527216264,0.18031279894636754,-0.0012307872620992422,74.4,12.399999999999999,2.35,1.048,0.0,7.165000000000001,17.5701,4.29885,12.222921119663958,0.9889964119521257,46.12255224623095,9.94390026266368,17.859561945717992,0.7829063161001812,0.0,0.0,0.0,0.0,0.0077726967,0.005549549863380247,0.0027703815,52.4,2035,0,9,Low,ssp245
BIHAR,BHAGALPUR,1302.7096360533603,26.59083750645321,54.197956249133064,0.18395303787414996,66.50963605336028,-0.20086373680330957,-0.18077736312297862,66.41946546631411,20.07400147182053,39.15261706368773,63.24708333039595,20.950574480402462,109.59211801941828,44.76230788463144,10.517372403745627,17.23867478042297,0.7268654002306302,0.8068997244040297,0.150405911334758,-0.003251613231232242,77.3,13.2,2.5,1.0324499999999999,0.0,5.38,17.6003,4.3145,13.36616115350009,1.1527784655904825,44.76230788463144,10.517372403745627,17.23867478042297,0.7268654002306302,0.0,0.0,0.0,0.0,0.0049074907,0.005404439606397668,-0.00011335871,51.62,2035,0,11,Low,ssp245
BIHAR,BHOJPUR,908.3287601794233,25.97476558685304,48.56393750517194,0.1576904955848893,24.94126017942324,-0.15900957286699863,-0.14310861558029878,56.52241792262124,14.78910188373758,36.15074507243777,75.22671739579269,17.506146564115344,93.26198957232504,49.87453019654776,10.113042982076408,18.563769278599842,0.8279019098980105,0.5460068563620375,-0.7256510076235401,-0.0024399601781558977,57.5,8.3,1.4,1.0152,0.0,2.8200000000000003,17.5785,4.2493,9.802205784888631,0.9075763844171821,49.87453019654776,10.113042982076408,18.563769278599842,0.8279019098980105,0.0,0.0,0.0,0.0,0.003183718,0.0017724506421247053,0.003281125,50.76,2035,0,13,Low,ssp245
BIHAR,BUXAR,893.0876930779491,,,0.16322292058724447,13.926443077949102,-0.2721231083323963,-0.24491079749915665,52.51822228085453,14.742043081831437,33.18530461306402,70.89306773322296,21.97716477669526,86.65506676340996,50.506003965348924,10.511114164868959,18.589669389090623,0.900445740254253,,,-0.0044281494826564766,33.3,3.6,0.5,1.00315,0.0,1.585,17.5711,4.1529,10.778881683298701,0.9795753973225791,50.506003965348924,10.511114164868959,18.589669389090623,0.900445740254253,0.0,0.0,0.0,0.0,0.0033073036,0.006152557370187801,0.0038268438,50.16,2035,0,15,Low,ssp245
BIHAR,DARBHANGA,1152.7859323966663,,,0.1719344312254552,79.29343239666639,0.23319879269886795,0.20987891342898113,71.85290059765845,17.56496365854243,39.19209781281678,74.56260730972923,18.781304746779902,118.55728598613643,48.80305528437219,10.497023899262947,17.606245907907052,0.869832663862743,,,-0.007981815256967076,33.3,3.6,0.5,1.0384,0.0,7.385,17.4927,4.1344,13.081530859738205,1.1128058503409104,48.80305528437219,10.497023899262947,17.606245907907052,0.869832663862743,0.0,0.0,0.0,0.0,0.0032825498,0.003840453445853,0.0025316956,51.92,2035,0,18,Low,ssp245
BIHAR,GAYA,1093.2706627316738,25.89619611501695,48.377277638114144,0.1641578946850747,33.283162731674,0.3635799940852268,0.3272219946767041,57.96871805919456,18.59806978571946,35.775591092764145,62.51790445358952,20.674744956884624,95.64838479767101,50.73159649932754,10.13253648390816,18.653713223551055,0.8057272554774525,0.5569482326507682,-0.6860802940372537,-0.004952651070951469,55.2,7.75,1.3,1.0131999999999999,0.0,3.1399999999999997,17.6821,4.2667,11.709750632080759,0.9802646109634543,50.73159649932754,10.13253648390816,18.653713223551055,0.8057272554774525,0.0,0.0,0.0,0.0,0.004452358,0.0009416861777144692,0.003417757,50.66,2035,0,22,Low,ssp245
BIHAR,GOPALGANJ,997.0185753697873,25.897379525502533,50.25464893782952,0.16016031267564595,27.656075369787345,-0.5233853202634857,-0.4710467882371372,75.80416823202947,15.445049674486608,37.227532805660445,73.17830645090118,14.360056514403263,125.07687758284862,51.20313503042417,8.953419264557217,18.175664331110827,0.8116239191134841,0.582389730215084,-0.5565609431574288,-0.002577622082189257,55.25,7.75,1.3,1.0152,0.0,2.8499999999999996,17.4461,4.20985,10.893558333021256,0.8985053803660925,51.20313503042417,8.953419264557217,18.175664331110827,0.8116239191134841,0.0,0.0,0.0,0.0,0.004016777,0.001679709966424629,0.0019941577,50.76,2035,0,24,Low,ssp245
BIHAR,JAMUI,1188.244785939989,26.646755497985414,52.42688150952924,0.16572248856935987,53.619785939989015,0.09409188359371116,0.08468269523434005,72.2536646700627,18.354160869898408,40.58606445381703,61.48010035369178,13.941304776344367,119.21854670560344,48.25503305466191,10.82433625689537,18.095221296860384,0.8581867948146154,0.7089224470986224,0.11049719524856982,-0.008028994435141712,79.30000000000001,13.75,2.7,1.0192,0.0,4.725,17.6704,4.3371,12.51971319130213,1.0513158840617258,48.25503305466191,10.82433625689537,18.095221296860384,0.8581867948146154,0.0,0.0,0.0,0.0,0.0032366023,0.0002357571603272654,0.0023159243,50.96,2035,0,31,Low,ssp245
BIHAR,JEHANABAD,976.8203228058676,,,0.15726825749040585,41.37907280586768,0.023944828126960298,0.021550345314264273,66.26523328272623,17.06033712262317,36.576349416806416,64.16407079184518,15.416337338119579,109.33763491649827,50.721155265693234,10.205539504675794,18.586319352714174,0.8198974456567841,,,-0.0024759056955853814,33.3,3.6,0.5,1.0263,0.0,4.42,17.618,4.164,11.647087782573417,1.0039294863383166,50.721155265693234,10.205539504675794,18.586319352714174,0.8198974456567841,0.0,0.0,0.0,0.0,0.004651301,0.0034721770490345216,0.0035700782,51.32,2035,0,34,Low,ssp245
BIHAR,KAIMUR (BHABUA),1029.8130571873553,,,0.15343303816316123,6.504307187355153,0.13947268303978996,0.12552541473581097,57.87633919588853,16.830018390142303,34.01102431222244,66.68979458338367,28.216015096698605,95.49595967321606,52.281340565961436,10.860536411665988,18.639493691155163,0.9611596307136246,,,-0.00625411910398245,33.3,3.6,0.5,0.9927,0.0,0.635,17.6415,4.1696,12.279216215805327,1.0233244183141363,52.281340565961436,10.860536411665988,18.639493691155163,0.9611596307136246,0.0,0.0,0.0,0.0,0.0027236128,0.003307429046370782,0.005172337,49.64,2035,0,36,Low,ssp245
BIHAR,KATIHAR,1478.567916741842,26.59083750645321,54.197956249133064,0.1954180792857878,61.11291674184224,0.04346268399730165,0.03911641559757149,65.33455346512885,21.60936338633317,41.57548885627217,61.67398386025149,20.881978895807972,107.80201321746259,44.458502479295255,12.86772216758912,16.697050084133455,0.9583697991588466,0.8068997244040297,0.150405911334758,-0.007182115189423743,77.3,13.2,2.5,1.0195500000000002,0.0,4.3100000000000005,17.5639,4.30555,14.362812020405539,1.195203059620713,44.458502479295255,12.86772216758912,16.697050084133455,0.9583697991588466,0.0,0.0,0.0,0.0,0.0031295158,0.002666122469930954,0.00046091824,50.98,2035,0,39,Low,ssp245
BIHAR,KHAGARIA,1193.24849335295,26.50645162794326,52.72557977322518,0.17918726830893628,76.26099335294987,0.030532506580171773,0.02747925592215459,74.30570660307492,17.68042369260541,37.68772828678479,65.12265763496444,19.359155758039357,122.6044158950736,46.64138113640292,11.393103985343254,17.453620723408797,0.8643590415248931,0.7167446527216264,0.18031279894636754,-0.00537610466760946,74.4,12.399999999999999,2.35,1.03905,0.0,6.83,17.5727,4.2995,12.815734263526547,1.057436513595984,46.64138113640292,11.393103985343254,17.453620723408797,0.8643590415248931,0.0,0.0,0.0,0.0,0.0048862156,0.0039391038909395715,0.0005058949,51.95,2035,0,40,Low,ssp245
BIHAR,KISHANGANJ,2106.7203330801135,,,0.2336944146227602,129.46158308011354,-1.3532865154706086,-1.2179578639235478,87.40134823424732,29.643743585795487,53.71036331747587,63.27465634024869,32.64512311913331,144.21222458650806,47.925028379595,13.021418369244829,16.17800150560288,0.9948924974530019,,,-0.013253856461774571,33.3,3.6,0.5,1.02975,0.004234573,6.545,17.4705,4.1292,14.76519196954838,1.131349369026086,47.925028379595,13.021418369244829,16.17800150560288,0.9948924974530019,0.0,0.0,0.0,0.0,-0.004234573,0.002626102824889425,0.0021115728,49.68,2035,0,42,Low,ssp245
BIHAR,LAKHISARAI,1127.220817376825,,,0.176132653288524,72.70706737682497,0.14366218062254513,0.12929596256029063,67.50527912926155,18.547508166601396,37.570576009558636,62.353223726875065,17.87678510977854,111.38371056328155,48.36889125017145,10.906015858527828,18.076078629755813,0.8805050519363627,,,-0.002187895463777359,33.3,3.6,0.5,1.0446,0.0,6.895,17.6176,4.1639,12.924229756258589,1.0969170642347308,48.36889125017145,10.906015858527828,18.076078629755813,0.8805050519363627,0.0,0.0,0.0,0.0,0.005862328,0.005488032975787607,0.0015318453,52.23,2035,0,45,Low,ssp245
BIHAR,MADHEPURA,1294.8717886813415,,,0.18485989732425562,77.88178868134139,-0.24901246405128097,-0.22411121764615288,69.78781411785069,18.94651714766188,41.08841404185385,64.86495945361406,16.986234791694685,115.14989329445362,46.76756465943026,13.787539287859628,17.064204094689472,1.1259465116345826,,,-0.009272268043008819,33.3,3.6,0.5,1.03045,0.0,6.4,17.5339,4.1441,12.5849734585255,1.1233255334965788,46.76756465943026,13.787539287859628,17.064204094689472,1.1259465116345826,0.0,0.0,0.0,0.0,0.0024716782,0.003366312821070278,0.0008421449,51.52,2035,0,47,Low,ssp245
BIHAR,MADHUBANI,1258.9837953439828,26.09881186617746,53.257222636217,0.18444704342393936,91.4837953439827,0.138795791539828,0.12491621238584519,76.06775089775878,19.55221095864323,39.02378084543369,73.62797602334939,22.03767259731441,125.51178898130199,49.80275423850543,10.55453072049921,17.26702265932034,0.8971096424062469,0.6454428944322856,0.2877024763096827,-0.00929142747169237,61.2,9.15,1.6,1.0404499999999999,0.0,7.835,17.4559,4.2316,12.157276233638965,1.0990346537864033,49.80275423850543,10.55453072049921,17.26702265932034,0.8971096424062469,0.0,0.0,0.0,0.0,0.0013203244,0.0022221263618666626,8.397974e-05,52.02,2035,0,48,Low,ssp245
